Country,Inc_pw_us,TFP_K06_US,Measure,Year
El Salvador,0.18,0.432,LF,1996
El Salvador,0.176,0.426,LF,1997
El Salvador,0.17,0.413,LF,1998
El Salvador,0.167,0.41,LF,1999
El Salvador,0.161,0.399,LF,2000
Equatorial Guinea,0.227,0.755,LF,1961
Equatorial Guinea,0.224,0.731,LF,1962
Equatorial Guinea,0.225,0.723,LF,1963
Equatorial Guinea,0.218,0.693,LF,1964
Equatorial Guinea,0.204,0.639,LF,1965
Equatorial Guinea,0.201,0.626,LF,1966
Equatorial Guinea,0.208,0.64,LF,1967
Equatorial Guinea,0.203,0.616,LF,1968
Equatorial Guinea,0.205,0.613,LF,1969
Equatorial Guinea,0.211,0.617,LF,1970
Equatorial Guinea,0.203,0.577,LF,1971
Equatorial Guinea,0.206,0.571,LF,1972
Equatorial Guinea,0.208,0.566,LF,1973
Equatorial Guinea,0.242,0.65,LF,1974
Equatorial Guinea,0.22,0.579,LF,1975
Equatorial Guinea,0.173,0.455,LF,1976
Equatorial Guinea,0.169,0.448,LF,1977
Equatorial Guinea,0.133,0.36,LF,1978
Equatorial Guinea,0.119,0.332,LF,1979
Equatorial Guinea,0.111,0.319,LF,1980
Equatorial Guinea,0.106,0.316,LF,1981
Equatorial Guinea,0.107,0.334,LF,1982
Equatorial Guinea,0.095,0.308,LF,1983
Equatorial Guinea,0.084,0.286,LF,1984
Equatorial Guinea,0.082,0.289,LF,1985
Equatorial Guinea,0.068,0.246,LF,1986
Equatorial Guinea,0.071,0.259,LF,1987
Equatorial Guinea,0.073,0.267,LF,1988
Equatorial Guinea,0.067,0.247,LF,1989
Equatorial Guinea,0.062,0.229,LF,1990
Equatorial Guinea,0.061,0.224,LF,1991
Equatorial Guinea,0.06,0.219,LF,1992
Equatorial Guinea,0.065,0.238,LF,1993
Equatorial Guinea,0.046,0.156,LF,1994
Equatorial Guinea,0.049,0.156,LF,1995
Equatorial Guinea,0.058,0.166,LF,1996
Equatorial Guinea,0.101,0.267,LF,1997
Equatorial Guinea,0.128,0.308,LF,1998
Equatorial Guinea,0.08,0.179,LF,1999
Equatorial Guinea,0.134,0.282,LF,2000
Ethiopia,0.037,0.182,LF,1961
Ethiopia,0.036,0.173,LF,1962
Ethiopia,0.036,0.167,LF,1963
Ethiopia,0.035,0.163,LF,1964
Ethiopia,0.034,0.16,LF,1965
Ethiopia,0.033,0.155,LF,1966
Ethiopia,0.033,0.154,LF,1967
Ethiopia,0.033,0.152,LF,1968
Ethiopia,0.033,0.153,LF,1969
Ethiopia,0.034,0.154,LF,1970
Ethiopia,0.034,0.154,LF,1971
Ethiopia,0.033,0.153,LF,1972
Ethiopia,0.033,0.152,LF,1973
Ethiopia,0.033,0.157,LF,1974
Ethiopia,0.034,0.161,LF,1975
Ethiopia,0.033,0.154,LF,1976
Ethiopia,0.031,0.149,LF,1977
Ethiopia,0.03,0.148,LF,1978
Ethiopia,0.031,0.153,LF,1979
Ethiopia,0.032,0.16,LF,1980
Ethiopia,0.032,0.16,LF,1981
Ethiopia,0.033,0.167,LF,1982
Ethiopia,0.035,0.178,LF,1983
Ethiopia,0.03,0.152,LF,1984
Ethiopia,0.025,0.13,LF,1985
Ethiopia,0.025,0.133,LF,1986
Ethiopia,0.027,0.143,LF,1987
Ethiopia,0.024,0.132,LF,1988
Ethiopia,0.024,0.133,LF,1989
Ethiopia,0.025,0.137,LF,1990
Ethiopia,0.022,0.127,LF,1991
Ethiopia,0.019,0.112,LF,1992
Ethiopia,0.022,0.124,LF,1993
Ethiopia,0.022,0.125,LF,1994
Ethiopia,0.022,0.126,LF,1995
Ethiopia,0.022,0.128,LF,1996
Ethiopia,0.022,0.127,LF,1997
Ethiopia,0.021,0.121,LF,1998
Ethiopia,0.022,0.126,LF,1999
Ethiopia,0.023,0.134,LF,2000
Fiji,0.324,0.475,LF,1961
Fiji,0.312,0.461,LF,1962
Fiji,0.313,0.466,LF,1963
Fiji,0.304,0.453,LF,1964
Fiji,0.267,0.4,LF,1965
Fiji,0.249,0.377,LF,1966
Fiji,0.275,0.416,LF,1967
Fiji,0.276,0.413,LF,1968
Fiji,0.271,0.404,LF,1969
Fiji,0.302,0.449,LF,1970
Fiji,0.307,0.453,LF,1971
Fiji,0.309,0.453,LF,1972
Fiji,0.318,0.465,LF,1973
Fiji,0.323,0.474,LF,1974
Fiji,0.328,0.479,LF,1975
Fiji,0.317,0.463,LF,1976
Fiji,0.318,0.465,LF,1977
Fiji,0.303,0.446,LF,1978
Fiji,0.326,0.48,LF,1979
Fiji,0.317,0.463,LF,1980
Fiji,0.322,0.467,LF,1981
Fiji,0.32,0.466,LF,1982
Fiji,0.296,0.434,LF,1983
Fiji,0.293,0.438,LF,1984
Fiji,0.27,0.41,LF,1985
Fiji,0.265,0.409,LF,1986
Fiji,0.245,0.384,LF,1987
Fiji,0.234,0.372,LF,1988
Fiji,0.262,0.423,LF,1989
Fiji,0.262,0.43,LF,1990
Fiji,0.282,0.467,LF,1991
Fiji,0.272,0.453,LF,1992
Fiji,0.275,0.462,LF,1993
Fiji,0.274,0.465,LF,1994
Fiji,0.275,0.471,LF,1995
Fiji,0.272,0.472,LF,1996
Fiji,0.252,0.446,LF,1997
Fiji,0.236,0.427,LF,1998
Fiji,0.245,0.455,LF,1999
Fiji,0.21,0.4,LF,2000
Finland,0.576,0.592,LF,1961
Finland,0.56,0.57,LF,1962
Finland,0.558,0.567,LF,1963
Finland,0.562,0.569,LF,1964
Finland,0.558,0.562,LF,1965
Finland,0.541,0.545,LF,1966
Finland,0.544,0.548,LF,1967
Finland,0.527,0.531,LF,1968
Finland,0.571,0.574,LF,1969
Finland,0.622,0.616,LF,1970
Finland,0.621,0.609,LF,1971
Finland,0.635,0.62,LF,1972
Finland,0.648,0.631,LF,1973
Finland,0.678,0.655,LF,1974
Finland,0.713,0.677,LF,1975
Finland,0.668,0.632,LF,1976
Finland,0.635,0.604,LF,1977
Finland,0.617,0.594,LF,1978
Finland,0.651,0.63,LF,1979
Finland,0.697,0.674,LF,1980
Finland,0.695,0.677,LF,1981
Finland,0.744,0.724,LF,1982
Finland,0.735,0.715,LF,1983
Finland,0.705,0.691,LF,1984
Finland,0.708,0.696,LF,1985
Finland,0.704,0.695,LF,1986
Finland,0.712,0.704,LF,1987
Finland,0.723,0.713,LF,1988
Finland,0.742,0.729,LF,1989
Finland,0.73,0.715,LF,1990
Finland,0.694,0.678,LF,1991
Finland,0.655,0.641,LF,1992
Finland,0.636,0.628,LF,1993
Finland,0.643,0.64,LF,1994
Finland,0.658,0.661,LF,1995
Finland,0.67,0.678,LF,1996
Finland,0.691,0.705,LF,1997
Finland,0.709,0.728,LF,1998
Finland,0.716,0.743,LF,1999
Finland,0.733,0.766,LF,2000
France,0.627,0.676,LF,1961
France,0.634,0.675,LF,1962
France,0.641,0.676,LF,1963
France,0.655,0.681,LF,1964
France,0.647,0.668,LF,1965
France,0.651,0.667,LF,1966
France,0.674,0.683,LF,1967
France,0.677,0.68,LF,1968
France,0.711,0.706,LF,1969
France,0.754,0.738,LF,1970
France,0.768,0.744,LF,1971
France,0.765,0.736,LF,1972
France,0.768,0.736,LF,1973
France,0.803,0.763,LF,1974
France,0.814,0.767,LF,1975
France,0.81,0.759,LF,1976
France,0.8,0.75,LF,1977
France,0.774,0.732,LF,1978
France,0.808,0.767,LF,1979
France,0.836,0.793,LF,1980
France,0.825,0.788,LF,1981
France,0.873,0.833,LF,1982
France,0.857,0.819,LF,1983
France,0.809,0.78,LF,1984
France,0.794,0.769,LF,1985
France,0.782,0.763,LF,1986
France,0.791,0.772,LF,1987
France,0.8,0.781,LF,1988
France,0.799,0.78,LF,1989
France,0.811,0.791,LF,1990
France,0.833,0.804,LF,1991
France,0.823,0.791,LF,1992
France,0.801,0.771,LF,1993
France,0.799,0.771,LF,1994
France,0.801,0.776,LF,1995
France,0.789,0.768,LF,1996
France,0.773,0.759,LF,1997
France,0.776,0.769,LF,1998
France,0.77,0.77,LF,1999
France,0.761,0.768,LF,2000
Gabon,0.167,0.286,LF,1961
Gabon,0.18,0.306,LF,1962
Gabon,0.214,0.364,LF,1963
Gabon,0.227,0.387,LF,1964
Gabon,0.248,0.427,LF,1965
Gabon,0.222,0.382,LF,1966
Gabon,0.264,0.457,LF,1967
Gabon,0.261,0.455,LF,1968
Gabon,0.272,0.479,LF,1969
Gabon,0.294,0.519,LF,1970
Gabon,0.307,0.545,LF,1971
Gabon,0.308,0.548,LF,1972
Gabon,0.323,0.578,LF,1973
Gabon,0.295,0.496,LF,1974
Gabon,0.326,0.512,LF,1975
Gabon,0.391,0.571,LF,1976
Gabon,0.356,0.505,LF,1977
Gabon,0.393,0.57,LF,1978
Gabon,0.352,0.517,LF,1979
Gabon,0.347,0.516,LF,1980
Gabon,0.304,0.451,LF,1981
Gabon,0.304,0.448,LF,1982
Gabon,0.329,0.484,LF,1983
Gabon,0.316,0.467,LF,1984
Gabon,0.279,0.412,LF,1985
Gabon,0.313,0.466,LF,1986
Gabon,0.296,0.451,LF,1987
Gabon,0.261,0.402,LF,1988
Gabon,0.337,0.532,LF,1989
Gabon,0.342,0.552,LF,1990
Gabon,0.354,0.578,LF,1991
Gabon,0.329,0.546,LF,1992
Gabon,0.322,0.544,LF,1993
Gabon,0.312,0.536,LF,1994
Gabon,0.324,0.569,LF,1995
Gabon,0.315,0.563,LF,1996
Gabon,0.304,0.545,LF,1997
Gabon,0.291,0.53,LF,1998
Gabon,0.283,0.526,LF,1999
Gabon,0.273,0.517,LF,2000
Gambia,0.048,0.291,LF,1961
Gambia,0.043,0.257,LF,1962
Gambia,0.054,0.317,LF,1963
Gambia,0.047,0.278,LF,1964
Gambia,0.056,0.322,LF,1965
Gambia,0.055,0.313,LF,1966
Gambia,0.054,0.3,LF,1967
Gambia,0.054,0.294,LF,1968
Gambia,0.052,0.281,LF,1969
Gambia,0.055,0.291,LF,1970
Gambia,0.053,0.281,LF,1971
Gambia,0.051,0.274,LF,1972
Gambia,0.052,0.282,LF,1973
Gambia,0.054,0.296,LF,1974
Gambia,0.06,0.327,LF,1975
Gambia,0.057,0.306,LF,1976
Gambia,0.055,0.282,LF,1977
Gambia,0.055,0.27,LF,1978
Gambia,0.052,0.239,LF,1979
Gambia,0.056,0.243,LF,1980
Gambia,0.058,0.244,LF,1981
Gambia,0.061,0.249,LF,1982
Gambia,0.064,0.253,LF,1983
Gambia,0.059,0.236,LF,1984
Gambia,0.056,0.223,LF,1985
Gambia,0.054,0.217,LF,1986
Gambia,0.052,0.211,LF,1987
Gambia,0.05,0.204,LF,1988
Gambia,0.046,0.189,LF,1989
Gambia,0.045,0.186,LF,1990
Gambia,0.046,0.188,LF,1991
Gambia,0.043,0.176,LF,1992
Gambia,0.041,0.167,LF,1993
Gambia,0.039,0.159,LF,1994
Gambia,0.037,0.151,LF,1995
Gambia,0.036,0.144,LF,1996
Gambia,0.036,0.148,LF,1997
Gambia,0.034,0.14,LF,1998
Gambia,0.036,0.151,LF,1999
Gambia,0.037,0.156,LF,2000
Ghana,0.05,0.123,LF,1961
Ghana,0.055,0.135,LF,1962
Ghana,0.05,0.123,LF,1963
Ghana,0.052,0.128,LF,1964
Ghana,0.04,0.096,LF,1965
Ghana,0.047,0.116,LF,1966
Ghana,0.047,0.118,LF,1967
Ghana,0.051,0.13,LF,1968
Ghana,0.051,0.132,LF,1969
Ghana,0.059,0.154,LF,1970
Ghana,0.066,0.172,LF,1971
Ghana,0.069,0.184,LF,1972
Ghana,0.06,0.164,LF,1973
Ghana,0.06,0.164,LF,1974
Ghana,0.055,0.151,LF,1975
Ghana,0.051,0.142,LF,1976
Ghana,0.047,0.133,LF,1977
Ghana,0.053,0.151,LF,1978
Ghana,0.052,0.152,LF,1979
Ghana,0.051,0.153,LF,1980
Ghana,0.05,0.152,LF,1981
Ghana,0.052,0.163,LF,1982
Ghana,0.047,0.149,LF,1983
Ghana,0.047,0.152,LF,1984
Ghana,0.047,0.156,LF,1985
Ghana,0.047,0.159,LF,1986
Ghana,0.046,0.159,LF,1987
Ghana,0.046,0.163,LF,1988
Ghana,0.046,0.165,LF,1989
Ghana,0.046,0.166,LF,1990
Ghana,0.047,0.173,LF,1991
Ghana,0.047,0.175,LF,1992
Ghana,0.047,0.176,LF,1993
Ghana,0.046,0.175,LF,1994
Ghana,0.047,0.181,LF,1995
Ghana,0.047,0.18,LF,1996
Ghana,0.043,0.167,LF,1997
Ghana,0.042,0.167,LF,1998
Ghana,0.041,0.165,LF,1999
Ghana,0.043,0.176,LF,2000
Greece,0.377,0.493,LF,1961
Greece,0.367,0.468,LF,1962
Greece,0.396,0.491,LF,1963
Greece,0.416,0.5,LF,1964
Greece,0.436,0.509,LF,1965
Greece,0.438,0.504,LF,1966
Greece,0.456,0.518,LF,1967
Greece,0.474,0.53,LF,1968
Greece,0.515,0.563,LF,1969
Greece,0.566,0.601,LF,1970
Greece,0.6,0.621,LF,1971
Greece,0.635,0.641,LF,1972
Greece,0.658,0.649,LF,1973
Greece,0.617,0.604,LF,1974
Greece,0.673,0.651,LF,1975
Greece,0.68,0.653,LF,1976
Greece,0.661,0.637,LF,1977
Greece,0.674,0.653,LF,1978
Greece,0.675,0.659,LF,1979
Greece,0.687,0.674,LF,1980
Greece,0.656,0.651,LF,1981
Greece,0.67,0.669,LF,1982
Greece,0.634,0.638,LF,1983
Greece,0.597,0.611,LF,1984
Greece,0.594,0.615,LF,1985
Greece,0.58,0.605,LF,1986
Greece,0.545,0.576,LF,1987
Greece,0.548,0.586,LF,1988
Greece,0.548,0.593,LF,1989
Greece,0.538,0.588,LF,1990
Greece,0.564,0.616,LF,1991
Greece,0.551,0.605,LF,1992
Greece,0.53,0.587,LF,1993
Greece,0.522,0.582,LF,1994
Greece,0.526,0.593,LF,1995
Greece,0.524,0.595,LF,1996
Greece,0.524,0.599,LF,1997
Greece,0.524,0.603,LF,1998
Greece,0.523,0.607,LF,1999
Greece,0.524,0.612,LF,2000
Guatemala,0.234,0.47,LF,1961
Guatemala,0.224,0.456,LF,1962
Guatemala,0.226,0.46,LF,1963
Guatemala,0.218,0.444,LF,1964
Guatemala,0.211,0.43,LF,1965
Guatemala,0.209,0.432,LF,1966
Guatemala,0.209,0.434,LF,1967
Guatemala,0.213,0.439,LF,1968
Guatemala,0.217,0.452,LF,1969
Guatemala,0.226,0.468,LF,1970
Guatemala,0.226,0.467,LF,1971
Guatemala,0.233,0.484,LF,1972
Guatemala,0.23,0.481,LF,1973
Guatemala,0.239,0.495,LF,1974
Guatemala,0.252,0.518,LF,1975
Guatemala,0.245,0.496,LF,1976
Guatemala,0.247,0.496,LF,1977
Guatemala,0.244,0.486,LF,1978
Guatemala,0.253,0.504,LF,1979
Guatemala,0.268,0.536,LF,1980
Guatemala,0.26,0.524,LF,1981
Guatemala,0.263,0.533,LF,1982
Guatemala,0.247,0.507,LF,1983
Guatemala,0.225,0.471,LF,1984
Guatemala,0.216,0.462,LF,1985
Guatemala,0.208,0.455,LF,1986
Guatemala,0.199,0.441,LF,1987
Guatemala,0.196,0.44,LF,1988
Guatemala,0.194,0.442,LF,1989
Guatemala,0.193,0.446,LF,1990
Guatemala,0.198,0.459,LF,1991
Guatemala,0.193,0.446,LF,1992
Guatemala,0.193,0.447,LF,1993
Guatemala,0.189,0.441,LF,1994
Guatemala,0.189,0.446,LF,1995
Guatemala,0.187,0.448,LF,1996
Guatemala,0.181,0.438,LF,1997
Guatemala,0.173,0.421,LF,1998
Guatemala,0.169,0.416,LF,1999
Guatemala,0.164,0.409,LF,2000
Guinea,0.171,0.374,LF,1961
Guinea,0.177,0.373,LF,1962
Guinea,0.172,0.361,LF,1963
Guinea,0.158,0.33,LF,1964
Guinea,0.149,0.312,LF,1965
Guinea,0.139,0.288,LF,1966
Guinea,0.135,0.28,LF,1967
Guinea,0.124,0.259,LF,1968
Guinea,0.114,0.239,LF,1969
Guinea,0.112,0.236,LF,1970
Guinea,0.116,0.244,LF,1971
Guinea,0.107,0.227,LF,1972
Guinea,0.104,0.22,LF,1973
Guinea,0.111,0.235,LF,1974
Guinea,0.116,0.244,LF,1975
Guinea,0.123,0.258,LF,1976
Guinea,0.113,0.24,LF,1977
Guinea,0.111,0.238,LF,1978
Guinea,0.106,0.23,LF,1979
Guinea,0.114,0.249,LF,1980
Guinea,0.11,0.242,LF,1981
Guinea,0.116,0.256,LF,1982
Guinea,0.104,0.232,LF,1983
Guinea,0.094,0.215,LF,1984
Guinea,0.094,0.217,LF,1985
Guinea,0.094,0.221,LF,1986
Guinea,0.093,0.22,LF,1987
Guinea,0.094,0.227,LF,1988
Guinea,0.092,0.225,LF,1989
Guinea,0.092,0.229,LF,1990
Guinea,0.096,0.239,LF,1991
Guinea,0.097,0.243,LF,1992
Guinea,0.098,0.248,LF,1993
Guinea,0.096,0.243,LF,1994
Guinea,0.098,0.253,LF,1995
Guinea,0.099,0.26,LF,1996
Guinea,0.098,0.261,LF,1997
Guinea,0.098,0.265,LF,1998
Guinea,0.096,0.265,LF,1999
Guinea,0.093,0.261,LF,2000
Guinea-Bissau,0.028,0.075,LF,1961
Guinea-Bissau,0.026,0.068,LF,1962
Guinea-Bissau,0.028,0.076,LF,1963
Guinea-Bissau,0.026,0.071,LF,1964
Guinea-Bissau,0.025,0.07,LF,1965
Guinea-Bissau,0.02,0.055,LF,1966
Guinea-Bissau,0.022,0.061,LF,1967
Guinea-Bissau,0.021,0.061,LF,1968
Guinea-Bissau,0.02,0.06,LF,1969
Guinea-Bissau,0.015,0.043,LF,1970
Guinea-Bissau,0.014,0.041,LF,1971
Guinea-Bissau,0.016,0.045,LF,1972
Guinea-Bissau,0.016,0.048,LF,1973
Guinea-Bissau,0.021,0.062,LF,1974
Guinea-Bissau,0.029,0.089,LF,1975
Guinea-Bissau,0.031,0.096,LF,1976
Guinea-Bissau,0.024,0.077,LF,1977
Guinea-Bissau,0.026,0.086,LF,1978
Guinea-Bissau,0.024,0.08,LF,1979
Guinea-Bissau,0.02,0.067,LF,1980
Guinea-Bissau,0.027,0.092,LF,1981
Guinea-Bissau,0.026,0.087,LF,1982
Guinea-Bissau,0.024,0.082,LF,1983
Guinea-Bissau,0.024,0.082,LF,1984
Guinea-Bissau,0.023,0.08,LF,1985
Guinea-Bissau,0.021,0.076,LF,1986
Guinea-Bissau,0.022,0.079,LF,1987
Guinea-Bissau,0.02,0.071,LF,1988
Guinea-Bissau,0.019,0.067,LF,1989
Guinea-Bissau,0.024,0.084,LF,1990
Guinea-Bissau,0.024,0.081,LF,1991
Guinea-Bissau,0.018,0.06,LF,1992
Guinea-Bissau,0.024,0.082,LF,1993
Guinea-Bissau,0.026,0.088,LF,1994
Guinea-Bissau,0.027,0.093,LF,1995
Guinea-Bissau,0.027,0.094,LF,1996
Guinea-Bissau,0.029,0.101,LF,1997
Guinea-Bissau,0.02,0.071,LF,1998
Guinea-Bissau,0.021,0.076,LF,1999
Guinea-Bissau,0.02,0.077,LF,2000
Guyana,0.236,0.309,LF,1961
Guyana,0.238,0.314,LF,1962
Guyana,0.2,0.268,LF,1963
Guyana,0.221,0.301,LF,1964
Guyana,0.202,0.275,LF,1965
Guyana,0.201,0.274,LF,1966
Guyana,0.197,0.266,LF,1967
Guyana,0.203,0.277,LF,1968
Guyana,0.215,0.295,LF,1969
Guyana,0.225,0.307,LF,1970
Guyana,0.232,0.321,LF,1971
Guyana,0.218,0.307,LF,1972
Guyana,0.194,0.276,LF,1973
Guyana,0.214,0.308,LF,1974
Guyana,0.212,0.299,LF,1975
Guyana,0.225,0.316,LF,1976
Guyana,0.219,0.312,LF,1977
Guyana,0.211,0.308,LF,1978
Guyana,0.189,0.28,LF,1979
Guyana,0.19,0.286,LF,1980
Guyana,0.192,0.295,LF,1981
Guyana,0.173,0.271,LF,1982
Guyana,0.156,0.25,LF,1983
Guyana,0.132,0.218,LF,1984
Guyana,0.131,0.222,LF,1985
Guyana,0.133,0.231,LF,1986
Guyana,0.13,0.231,LF,1987
Guyana,0.13,0.236,LF,1988
Guyana,0.107,0.2,LF,1989
Guyana,0.105,0.2,LF,1990
Guyana,0.128,0.246,LF,1991
Guyana,0.113,0.218,LF,1992
Guyana,0.114,0.219,LF,1993
Guyana,0.128,0.249,LF,1994
Guyana,0.128,0.251,LF,1995
Guyana,0.136,0.27,LF,1996
Guyana,0.14,0.281,LF,1997
Guyana,0.135,0.273,LF,1998
Guyana,0.137,0.283,LF,1999
Guyana,0.128,0.268,LF,2000
Haiti,0.061,0.278,LF,1961
Haiti,0.062,0.287,LF,1962
Haiti,0.059,0.273,LF,1963
Haiti,0.056,0.261,LF,1964
Haiti,0.054,0.257,LF,1965
Haiti,0.051,0.245,LF,1966
Haiti,0.049,0.242,LF,1967
Haiti,0.048,0.239,LF,1968
Haiti,0.048,0.24,LF,1969
Haiti,0.048,0.237,LF,1970
Haiti,0.051,0.251,LF,1971
Haiti,0.049,0.237,LF,1972
Haiti,0.046,0.222,LF,1973
Haiti,0.049,0.232,LF,1974
Haiti,0.049,0.224,LF,1975
Haiti,0.05,0.224,LF,1976
Haiti,0.049,0.213,LF,1977
Haiti,0.05,0.211,LF,1978
Haiti,0.051,0.214,LF,1979
Haiti,0.057,0.233,LF,1980
Haiti,0.054,0.219,LF,1981
Haiti,0.054,0.216,LF,1982
Haiti,0.052,0.205,LF,1983
Haiti,0.048,0.189,LF,1984
Haiti,0.047,0.184,LF,1985
Haiti,0.045,0.176,LF,1986
Haiti,0.043,0.166,LF,1987
Haiti,0.041,0.162,LF,1988
Haiti,0.038,0.15,LF,1989
Haiti,0.038,0.153,LF,1990
Haiti,0.044,0.176,LF,1991
Haiti,0.039,0.158,LF,1992
Haiti,0.037,0.154,LF,1993
Haiti,0.044,0.186,LF,1994
Haiti,0.062,0.266,LF,1995
Haiti,0.073,0.316,LF,1996
Haiti,0.082,0.359,LF,1997
Haiti,0.093,0.411,LF,1998
Haiti,0.091,0.401,LF,1999
Haiti,0.086,0.38,LF,2000
Honduras,0.162,0.35,LF,1961
Honduras,0.156,0.338,LF,1962
Honduras,0.148,0.321,LF,1963
Honduras,0.146,0.317,LF,1964
Honduras,0.149,0.326,LF,1965
Honduras,0.146,0.319,LF,1966
Honduras,0.146,0.316,LF,1967
Honduras,0.148,0.319,LF,1968
Honduras,0.143,0.307,LF,1969
Honduras,0.146,0.311,LF,1970
Honduras,0.155,0.333,LF,1971
Honduras,0.155,0.337,LF,1972
Honduras,0.15,0.328,LF,1973
Honduras,0.138,0.301,LF,1974
Honduras,0.15,0.325,LF,1975
Honduras,0.152,0.332,LF,1976
Honduras,0.149,0.324,LF,1977
Honduras,0.151,0.326,LF,1978
Honduras,0.154,0.332,LF,1979
Honduras,0.154,0.332,LF,1980
Honduras,0.158,0.345,LF,1981
Honduras,0.166,0.368,LF,1982
Honduras,0.153,0.345,LF,1983
Honduras,0.139,0.321,LF,1984
Honduras,0.139,0.324,LF,1985
Honduras,0.134,0.32,LF,1986
Honduras,0.132,0.32,LF,1987
Honduras,0.127,0.308,LF,1988
Honduras,0.126,0.31,LF,1989
Honduras,0.12,0.298,LF,1990
Honduras,0.119,0.293,LF,1991
Honduras,0.119,0.292,LF,1992
Honduras,0.115,0.279,LF,1993
Honduras,0.103,0.249,LF,1994
Honduras,0.103,0.248,LF,1995
Honduras,0.103,0.249,LF,1996
Honduras,0.101,0.245,LF,1997
Honduras,0.097,0.238,LF,1998
Honduras,0.087,0.215,LF,1999
Honduras,0.084,0.208,LF,2000
Iceland,0.669,0.632,LF,1961
Iceland,0.665,0.632,LF,1962
Iceland,0.708,0.67,LF,1963
Iceland,0.732,0.688,LF,1964
Iceland,0.729,0.681,LF,1965
Iceland,0.738,0.687,LF,1966
Iceland,0.72,0.663,LF,1967
Iceland,0.633,0.584,LF,1968
Iceland,0.617,0.574,LF,1969
Iceland,0.656,0.613,LF,1970
Iceland,0.726,0.673,LF,1971
Iceland,0.708,0.661,LF,1972
Iceland,0.71,0.664,LF,1973
Iceland,0.744,0.693,LF,1974
Iceland,0.756,0.699,LF,1975
Iceland,0.739,0.684,LF,1976
Iceland,0.76,0.704,LF,1977
Iceland,0.746,0.699,LF,1978
Iceland,0.754,0.714,LF,1979
Iceland,0.799,0.758,LF,1980
Iceland,0.808,0.771,LF,1981
Iceland,0.851,0.809,LF,1982
Iceland,0.785,0.752,LF,1983
Iceland,0.759,0.733,LF,1984
Iceland,0.755,0.735,LF,1985
Iceland,0.772,0.759,LF,1986
Iceland,0.805,0.796,LF,1987
Iceland,0.767,0.762,LF,1988
Iceland,0.736,0.738,LF,1989
Iceland,0.73,0.737,LF,1990
Iceland,0.745,0.75,LF,1991
Iceland,0.694,0.702,LF,1992
Iceland,0.678,0.692,LF,1993
Iceland,0.679,0.7,LF,1994
Iceland,0.668,0.695,LF,1995
Iceland,0.686,0.716,LF,1996
Iceland,0.69,0.725,LF,1997
Iceland,0.703,0.738,LF,1998
Iceland,0.699,0.737,LF,1999
Iceland,0.698,0.739,LF,2000
India,0.063,0.192,LF,1961
India,0.062,0.185,LF,1962
India,0.063,0.188,LF,1963
India,0.064,0.187,LF,1964
India,0.059,0.172,LF,1965
India,0.055,0.161,LF,1966
India,0.058,0.17,LF,1967
India,0.059,0.172,LF,1968
India,0.063,0.185,LF,1969
India,0.064,0.187,LF,1970
India,0.063,0.183,LF,1971
India,0.059,0.173,LF,1972
India,0.057,0.166,LF,1973
India,0.056,0.166,LF,1974
India,0.063,0.185,LF,1975
India,0.061,0.177,LF,1976
India,0.061,0.178,LF,1977
India,0.061,0.178,LF,1978
India,0.056,0.166,LF,1979
India,0.06,0.178,LF,1980
India,0.061,0.182,LF,1981
India,0.066,0.196,LF,1982
India,0.068,0.201,LF,1983
India,0.065,0.194,LF,1984
India,0.066,0.197,LF,1985
India,0.067,0.201,LF,1986
India,0.068,0.203,LF,1987
India,0.07,0.209,LF,1988
India,0.072,0.213,LF,1989
India,0.073,0.216,LF,1990
India,0.075,0.219,LF,1991
India,0.075,0.219,LF,1992
India,0.077,0.224,LF,1993
India,0.078,0.227,LF,1994
India,0.081,0.235,LF,1995
India,0.085,0.244,LF,1996
India,0.084,0.24,LF,1997
India,0.086,0.245,LF,1998
India,0.088,0.249,LF,1999
India,0.087,0.246,LF,2000
Indonesia,0.082,0.289,LF,1961
Indonesia,0.078,0.271,LF,1962
Indonesia,0.073,0.255,LF,1963
Indonesia,0.071,0.251,LF,1964
Indonesia,0.066,0.233,LF,1965
Indonesia,0.065,0.231,LF,1966
Indonesia,0.064,0.229,LF,1967
Indonesia,0.068,0.244,LF,1968
Indonesia,0.069,0.25,LF,1969
Indonesia,0.075,0.264,LF,1970
Indonesia,0.076,0.264,LF,1971
Indonesia,0.077,0.261,LF,1972
Indonesia,0.08,0.266,LF,1973
Indonesia,0.084,0.273,LF,1974
Indonesia,0.092,0.289,LF,1975
Indonesia,0.091,0.279,LF,1976
Indonesia,0.093,0.28,LF,1977
Indonesia,0.097,0.284,LF,1978
Indonesia,0.1,0.285,LF,1979
Indonesia,0.109,0.3,LF,1980
Indonesia,0.113,0.304,LF,1981
Indonesia,0.117,0.305,LF,1982
Indonesia,0.118,0.302,LF,1983
Indonesia,0.114,0.29,LF,1984
Indonesia,0.113,0.286,LF,1985
Indonesia,0.113,0.283,LF,1986
Indonesia,0.112,0.278,LF,1987
Indonesia,0.112,0.274,LF,1988
Indonesia,0.115,0.28,LF,1989
Indonesia,0.121,0.289,LF,1990
Indonesia,0.13,0.305,LF,1991
Indonesia,0.134,0.308,LF,1992
Indonesia,0.137,0.311,LF,1993
Indonesia,0.139,0.31,LF,1994
Indonesia,0.142,0.309,LF,1995
Indonesia,0.147,0.316,LF,1996
Indonesia,0.145,0.309,LF,1997
