TIME,GEO,GEO_LABEL,UNIT,Value
2014,CZ05,Severov�chod,Purchasing power standard (PPS) per inhabitant,19200
2014,CZ05,Severov�chod,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,70
2014,CZ05,Severov�chod,Million euro,18296
2014,CZ05,Severov�chod,Million purchasing power standard (PPS),28880
2014,CZ06,Jihov�chod,Euro per inhabitant,13700
2014,CZ06,Jihov�chod,Euro per inhabitant in percentage of the EU average,50
2014,CZ06,Jihov�chod,Purchasing power standard (PPS) per inhabitant,21700
2014,CZ06,Jihov�chod,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,79
2014,CZ06,Jihov�chod,Million euro,23093
2014,CZ06,Jihov�chod,Million purchasing power standard (PPS),36451
2014,CZ07,Stredn� Morava,Euro per inhabitant,12200
2014,CZ07,Stredn� Morava,Euro per inhabitant in percentage of the EU average,44
2014,CZ07,Stredn� Morava,Purchasing power standard (PPS) per inhabitant,19300
2014,CZ07,Stredn� Morava,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,70
2014,CZ07,Stredn� Morava,Million euro,14910
2014,CZ07,Stredn� Morava,Million purchasing power standard (PPS),23535
2014,CZ08,Moravskoslezsko,Euro per inhabitant,12300
2014,CZ08,Moravskoslezsko,Euro per inhabitant in percentage of the EU average,45
2014,CZ08,Moravskoslezsko,Purchasing power standard (PPS) per inhabitant,19400
2014,CZ08,Moravskoslezsko,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,70
2014,CZ08,Moravskoslezsko,Million euro,14960
2014,CZ08,Moravskoslezsko,Million purchasing power standard (PPS),23614
2014,DK01,Hovedstaden,Euro per inhabitant,58100
2014,DK01,Hovedstaden,Euro per inhabitant in percentage of the EU average,211
2014,DK01,Hovedstaden,Purchasing power standard (PPS) per inhabitant,43000
2014,DK01,Hovedstaden,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,157
2014,DK01,Hovedstaden,Million euro,102153
2014,DK01,Hovedstaden,Million purchasing power standard (PPS),75719
2014,DK02,Sj�lland,Euro per inhabitant,31600
2014,DK02,Sj�lland,Euro per inhabitant in percentage of the EU average,115
2014,DK02,Sj�lland,Purchasing power standard (PPS) per inhabitant,23400
2014,DK02,Sj�lland,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,85
2014,DK02,Sj�lland,Million euro,25875
2014,DK02,Sj�lland,Million purchasing power standard (PPS),19179
2014,DK03,Syddanmark,Euro per inhabitant,41300
2014,DK03,Syddanmark,Euro per inhabitant in percentage of the EU average,151
2014,DK03,Syddanmark,Purchasing power standard (PPS) per inhabitant,30700
2014,DK03,Syddanmark,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,112
2014,DK03,Syddanmark,Million euro,49785
2014,DK03,Syddanmark,Million purchasing power standard (PPS),36903
2014,DK04,Midtjylland,Euro per inhabitant,41300
2014,DK04,Midtjylland,Euro per inhabitant in percentage of the EU average,150
2014,DK04,Midtjylland,Purchasing power standard (PPS) per inhabitant,30600
2014,DK04,Midtjylland,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,112
2014,DK04,Midtjylland,Million euro,52923
2014,DK04,Midtjylland,Million purchasing power standard (PPS),39228
2014,DK05,Nordjylland,Euro per inhabitant,39600
2014,DK05,Nordjylland,Euro per inhabitant in percentage of the EU average,144
2014,DK05,Nordjylland,Purchasing power standard (PPS) per inhabitant,29300
2014,DK05,Nordjylland,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,107
2014,DK05,Nordjylland,Million euro,23028
2014,DK05,Nordjylland,Million purchasing power standard (PPS),17069
2014,DKZZ,Extra-Regio NUTS 2,Euro per inhabitant, 
2014,DKZZ,Extra-Regio NUTS 2,Euro per inhabitant in percentage of the EU average, 
2014,DKZZ,Extra-Regio NUTS 2,Purchasing power standard (PPS) per inhabitant, 
2014,DKZZ,Extra-Regio NUTS 2,Purchasing power standards (PPS) per inhabitant in percentage of the EU average, 
2014,DKZZ,Extra-Regio NUTS 2,Million euro,6818
2014,DKZZ,Extra-Regio NUTS 2,Million purchasing power standard (PPS),5054
2014,DE11,Stuttgart,Euro per inhabitant,46300
2014,DE11,Stuttgart,Euro per inhabitant in percentage of the EU average,169
2014,DE11,Stuttgart,Purchasing power standard (PPS) per inhabitant,44400
2014,DE11,Stuttgart,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,162
2014,DE11,Stuttgart,Million euro,184808
2014,DE11,Stuttgart,Million purchasing power standard (PPS),177205
2014,DE12,Karlsruhe,Euro per inhabitant,40200
2014,DE12,Karlsruhe,Euro per inhabitant in percentage of the EU average,146
2014,DE12,Karlsruhe,Purchasing power standard (PPS) per inhabitant,38600
2014,DE12,Karlsruhe,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,140
2014,DE12,Karlsruhe,Million euro,109149
2014,DE12,Karlsruhe,Million purchasing power standard (PPS),104658
2014,DE13,Freiburg,Euro per inhabitant,35000
2014,DE13,Freiburg,Euro per inhabitant in percentage of the EU average,127
2014,DE13,Freiburg,Purchasing power standard (PPS) per inhabitant,33600
2014,DE13,Freiburg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,122
2014,DE13,Freiburg,Million euro,76468
2014,DE13,Freiburg,Million purchasing power standard (PPS),73322
2014,DE14,T�bingen,Euro per inhabitant,38900
2014,DE14,T�bingen,Euro per inhabitant in percentage of the EU average,142
2014,DE14,T�bingen,Purchasing power standard (PPS) per inhabitant,37300
2014,DE14,T�bingen,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,136
2014,DE14,T�bingen,Million euro,69632
2014,DE14,T�bingen,Million purchasing power standard (PPS),66767
2014,DE21,Oberbayern,Euro per inhabitant,51200
2014,DE21,Oberbayern,Euro per inhabitant in percentage of the EU average,186
2014,DE21,Oberbayern,Purchasing power standard (PPS) per inhabitant,49100
2014,DE21,Oberbayern,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,179
2014,DE21,Oberbayern,Million euro,229930
2014,DE21,Oberbayern,Million purchasing power standard (PPS),220471
2014,DE22,Niederbayern,Euro per inhabitant,34800
2014,DE22,Niederbayern,Euro per inhabitant in percentage of the EU average,127
2014,DE22,Niederbayern,Purchasing power standard (PPS) per inhabitant,33400
2014,DE22,Niederbayern,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,121
2014,DE22,Niederbayern,Million euro,41522
2014,DE22,Niederbayern,Million purchasing power standard (PPS),39814
2014,DE23,Oberpfalz,Euro per inhabitant,36700
2014,DE23,Oberpfalz,Euro per inhabitant in percentage of the EU average,134
2014,DE23,Oberpfalz,Purchasing power standard (PPS) per inhabitant,35200
2014,DE23,Oberpfalz,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,128
2014,DE23,Oberpfalz,Million euro,39687
2014,DE23,Oberpfalz,Million purchasing power standard (PPS),38054
2014,DE24,Oberfranken,Euro per inhabitant,32700
2014,DE24,Oberfranken,Euro per inhabitant in percentage of the EU average,119
2014,DE24,Oberfranken,Purchasing power standard (PPS) per inhabitant,31300
2014,DE24,Oberfranken,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,114
2014,DE24,Oberfranken,Million euro,34513
2014,DE24,Oberfranken,Million purchasing power standard (PPS),33094
2014,DE25,Mittelfranken,Euro per inhabitant,38800
2014,DE25,Mittelfranken,Euro per inhabitant in percentage of the EU average,141
2014,DE25,Mittelfranken,Purchasing power standard (PPS) per inhabitant,37200
2014,DE25,Mittelfranken,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,135
2014,DE25,Mittelfranken,Million euro,66333
2014,DE25,Mittelfranken,Million purchasing power standard (PPS),63604
2014,DE26,Unterfranken,Euro per inhabitant,36300
2014,DE26,Unterfranken,Euro per inhabitant in percentage of the EU average,132
2014,DE26,Unterfranken,Purchasing power standard (PPS) per inhabitant,34800
2014,DE26,Unterfranken,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,127
2014,DE26,Unterfranken,Million euro,47170
2014,DE26,Unterfranken,Million purchasing power standard (PPS),45229
2014,DE27,Schwaben,Euro per inhabitant,35800
2014,DE27,Schwaben,Euro per inhabitant in percentage of the EU average,130
2014,DE27,Schwaben,Purchasing power standard (PPS) per inhabitant,34300
2014,DE27,Schwaben,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,125
2014,DE27,Schwaben,Million euro,64909
2014,DE27,Schwaben,Million purchasing power standard (PPS),62238
2014,DE30,Berlin,Euro per inhabitant,34200
2014,DE30,Berlin,Euro per inhabitant in percentage of the EU average,124
2014,DE30,Berlin,Purchasing power standard (PPS) per inhabitant,32800
2014,DE30,Berlin,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,119
2014,DE30,Berlin,Million euro,117750
2014,DE30,Berlin,Million purchasing power standard (PPS),112906
2014,DE40,Brandenburg,Euro per inhabitant,25300
2014,DE40,Brandenburg,Euro per inhabitant in percentage of the EU average,92
2014,DE40,Brandenburg,Purchasing power standard (PPS) per inhabitant,24300
2014,DE40,Brandenburg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2014,DE40,Brandenburg,Million euro,62150
2014,DE40,Brandenburg,Million purchasing power standard (PPS),59593
2014,DE50,Bremen,Euro per inhabitant,46000
2014,DE50,Bremen,Euro per inhabitant in percentage of the EU average,168
2014,DE50,Bremen,Purchasing power standard (PPS) per inhabitant,44100
2014,DE50,Bremen,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,161
2014,DE50,Bremen,Million euro,30360
2014,DE50,Bremen,Million purchasing power standard (PPS),29111
2014,DE60,Hamburg,Euro per inhabitant,59000
2014,DE60,Hamburg,Euro per inhabitant in percentage of the EU average,215
2014,DE60,Hamburg,Purchasing power standard (PPS) per inhabitant,56600
2014,DE60,Hamburg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,206
2014,DE60,Hamburg,Million euro,103566
2014,DE60,Hamburg,Million purchasing power standard (PPS),99305
2014,DE71,Darmstadt,Euro per inhabitant,46600
2014,DE71,Darmstadt,Euro per inhabitant in percentage of the EU average,170
2014,DE71,Darmstadt,Purchasing power standard (PPS) per inhabitant,44700
2014,DE71,Darmstadt,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,163
2014,DE71,Darmstadt,Million euro,178983
2014,DE71,Darmstadt,Million purchasing power standard (PPS),171620
2014,DE72,Gie�en,Euro per inhabitant,31200
2014,DE72,Gie�en,Euro per inhabitant in percentage of the EU average,114
2014,DE72,Gie�en,Purchasing power standard (PPS) per inhabitant,29900
2014,DE72,Gie�en,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,109
2014,DE72,Gie�en,Million euro,32016
2014,DE72,Gie�en,Million purchasing power standard (PPS),30699
2014,DE73,Kassel,Euro per inhabitant,33800
2014,DE73,Kassel,Euro per inhabitant in percentage of the EU average,123
2014,DE73,Kassel,Purchasing power standard (PPS) per inhabitant,32400
2014,DE73,Kassel,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,118
2014,DE73,Kassel,Million euro,40518
2014,DE73,Kassel,Million purchasing power standard (PPS),38851
2014,DE80,Mecklenburg-Vorpommern,Euro per inhabitant,24200
2014,DE80,Mecklenburg-Vorpommern,Euro per inhabitant in percentage of the EU average,88
2014,DE80,Mecklenburg-Vorpommern,Purchasing power standard (PPS) per inhabitant,23200
2014,DE80,Mecklenburg-Vorpommern,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,84
2014,DE80,Mecklenburg-Vorpommern,Million euro,38634
2014,DE80,Mecklenburg-Vorpommern,Million purchasing power standard (PPS),37045
2014,DE91,Braunschweig,Euro per inhabitant,39100
2014,DE91,Braunschweig,Euro per inhabitant in percentage of the EU average,142
2014,DE91,Braunschweig,Purchasing power standard (PPS) per inhabitant,37500
2014,DE91,Braunschweig,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,136
2014,DE91,Braunschweig,Million euro,61663
2014,DE91,Braunschweig,Million purchasing power standard (PPS),59126
2014,DE92,Hannover,Euro per inhabitant,34700
2014,DE92,Hannover,Euro per inhabitant in percentage of the EU average,126
2014,DE92,Hannover,Purchasing power standard (PPS) per inhabitant,33300
2014,DE92,Hannover,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,121
2014,DE92,Hannover,Million euro,73047
2014,DE92,Hannover,Million purchasing power standard (PPS),70042
2014,DE93,L�neburg,Euro per inhabitant,25200
2014,DE93,L�neburg,Euro per inhabitant in percentage of the EU average,92
2014,DE93,L�neburg,Purchasing power standard (PPS) per inhabitant,24200
2014,DE93,L�neburg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2014,DE93,L�neburg,Million euro,42256
2014,DE93,L�neburg,Million purchasing power standard (PPS),40518
2014,DE94,Weser-Ems,Euro per inhabitant,31700
2014,DE94,Weser-Ems,Euro per inhabitant in percentage of the EU average,115
2014,DE94,Weser-Ems,Purchasing power standard (PPS) per inhabitant,30400
2014,DE94,Weser-Ems,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,111
2014,DE94,Weser-Ems,Million euro,77693
2014,DE94,Weser-Ems,Million purchasing power standard (PPS),74496
2014,DEA1,D�sseldorf,Euro per inhabitant,38500
2014,DEA1,D�sseldorf,Euro per inhabitant in percentage of the EU average,140
2014,DEA1,D�sseldorf,Purchasing power standard (PPS) per inhabitant,36900
2014,DEA1,D�sseldorf,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,134
2014,DEA1,D�sseldorf,Million euro,196222
2014,DEA1,D�sseldorf,Million purchasing power standard (PPS),188149
2014,DEA2,K�ln,Euro per inhabitant,37900
2014,DEA2,K�ln,Euro per inhabitant in percentage of the EU average,138
2014,DEA2,K�ln,Purchasing power standard (PPS) per inhabitant,36400
2014,DEA2,K�ln,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,132
2014,DEA2,K�ln,Million euro,164845
2014,DEA2,K�ln,Million purchasing power standard (PPS),158063
2014,DEA3,M�nster,Euro per inhabitant,31200
2014,DEA3,M�nster,Euro per inhabitant in percentage of the EU average,114
2014,DEA3,M�nster,Purchasing power standard (PPS) per inhabitant,29900
2014,DEA3,M�nster,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,109
2014,DEA3,M�nster,Million euro,80420
2014,DEA3,M�nster,Million purchasing power standard (PPS),77112
2014,DEA4,Detmold,Euro per inhabitant,34900
2014,DEA4,Detmold,Euro per inhabitant in percentage of the EU average,127
2014,DEA4,Detmold,Purchasing power standard (PPS) per inhabitant,33500
2014,DEA4,Detmold,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,122
2014,DEA4,Detmold,Million euro,70827
2014,DEA4,Detmold,Million purchasing power standard (PPS),67913
2014,DEA5,Arnsberg,Euro per inhabitant,32300
2014,DEA5,Arnsberg,Euro per inhabitant in percentage of the EU average,118
2014,DEA5,Arnsberg,Purchasing power standard (PPS) per inhabitant,31000
2014,DEA5,Arnsberg,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,113
2014,DEA5,Arnsberg,Million euro,114906
2014,DEA5,Arnsberg,Million purchasing power standard (PPS),110179
2014,DEB1,Koblenz,Euro per inhabitant,30500
2014,DEB1,Koblenz,Euro per inhabitant in percentage of the EU average,111
2014,DEB1,Koblenz,Purchasing power standard (PPS) per inhabitant,29300
2014,DEB1,Koblenz,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,107
2014,DEB1,Koblenz,Million euro,45034
2014,DEB1,Koblenz,Million purchasing power standard (PPS),43182
2014,DEB2,Trier,Euro per inhabitant,28400
2014,DEB2,Trier,Euro per inhabitant in percentage of the EU average,103
2014,DEB2,Trier,Purchasing power standard (PPS) per inhabitant,27200
2014,DEB2,Trier,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,99
2014,DEB2,Trier,Million euro,14789
2014,DEB2,Trier,Million purchasing power standard (PPS),14181
2014,DEB3,Rheinhessen-Pfalz,Euro per inhabitant,34000
2014,DEB3,Rheinhessen-Pfalz,Euro per inhabitant in percentage of the EU average,124
2014,DEB3,Rheinhessen-Pfalz,Purchasing power standard (PPS) per inhabitant,32600
2014,DEB3,Rheinhessen-Pfalz,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,119
2014,DEB3,Rheinhessen-Pfalz,Million euro,68312
2014,DEB3,Rheinhessen-Pfalz,Million purchasing power standard (PPS),65501
2014,DEC0,Saarland,Euro per inhabitant,34000
2014,DEC0,Saarland,Euro per inhabitant in percentage of the EU average,124
2014,DEC0,Saarland,Purchasing power standard (PPS) per inhabitant,32600
2014,DEC0,Saarland,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,119
2014,DEC0,Saarland,Million euro,33685
2014,DEC0,Saarland,Million purchasing power standard (PPS),32299
2014,DED2,Dresden,Euro per inhabitant,27100
2014,DED2,Dresden,Euro per inhabitant in percentage of the EU average,99
2014,DED2,Dresden,Purchasing power standard (PPS) per inhabitant,26000
2014,DED2,Dresden,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,95
2014,DED2,Dresden,Million euro,43186
2014,DED2,Dresden,Million purchasing power standard (PPS),41409
2014,DED4,Chemnitz,Euro per inhabitant,25100
2014,DED4,Chemnitz,Euro per inhabitant in percentage of the EU average,91
2014,DED4,Chemnitz,Purchasing power standard (PPS) per inhabitant,24000
2014,DED4,Chemnitz,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,87
2014,DED4,Chemnitz,Million euro,36741
2014,DED4,Chemnitz,Million purchasing power standard (PPS),35229
2014,DED5,Leipzig,Euro per inhabitant,29400
2014,DED5,Leipzig,Euro per inhabitant in percentage of the EU average,107
2014,DED5,Leipzig,Purchasing power standard (PPS) per inhabitant,28200
2014,DED5,Leipzig,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,103
2014,DED5,Leipzig,Million euro,29170
2014,DED5,Leipzig,Million purchasing power standard (PPS),27970
2014,DEE0,Sachsen-Anhalt,Euro per inhabitant,24900
2014,DEE0,Sachsen-Anhalt,Euro per inhabitant in percentage of the EU average,91
2014,DEE0,Sachsen-Anhalt,Purchasing power standard (PPS) per inhabitant,23900
2014,DEE0,Sachsen-Anhalt,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,87
2014,DEE0,Sachsen-Anhalt,Million euro,55845
2014,DEE0,Sachsen-Anhalt,Million purchasing power standard (PPS),53547
2014,DEF0,Schleswig-Holstein,Euro per inhabitant,29900
2014,DEF0,Schleswig-Holstein,Euro per inhabitant in percentage of the EU average,109
2014,DEF0,Schleswig-Holstein,Purchasing power standard (PPS) per inhabitant,28700
2014,DEF0,Schleswig-Holstein,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,104
2014,DEF0,Schleswig-Holstein,Million euro,84364
2014,DEF0,Schleswig-Holstein,Million purchasing power standard (PPS),80894
2014,DEG0,Th�ringen,Euro per inhabitant,25300
2014,DEG0,Th�ringen,Euro per inhabitant in percentage of the EU average,92
2014,DEG0,Th�ringen,Purchasing power standard (PPS) per inhabitant,24200
2014,DEG0,Th�ringen,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2014,DEG0,Th�ringen,Million euro,54549
2014,DEG0,Th�ringen,Million purchasing power standard (PPS),52305
2014,EE00,Eesti,Euro per inhabitant,15200
2014,EE00,Eesti,Euro per inhabitant in percentage of the EU average,55
2014,EE00,Eesti,Purchasing power standard (PPS) per inhabitant,20900
2014,EE00,Eesti,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,76
2014,EE00,Eesti,Million euro,19963
2014,EE00,Eesti,Million purchasing power standard (PPS),27526
2014,IE01,"Border, Midland and Western",Euro per inhabitant,27100
2014,IE01,"Border, Midland and Western",Euro per inhabitant in percentage of the EU average,98
2014,IE01,"Border, Midland and Western",Purchasing power standard (PPS) per inhabitant,24300
2014,IE01,"Border, Midland and Western",Purchasing power standards (PPS) per inhabitant in percentage of the EU average,88
2014,IE01,"Border, Midland and Western",Million euro,33186
2014,IE01,"Border, Midland and Western",Million purchasing power standard (PPS),29781
2014,IE02,Southern and Eastern,Euro per inhabitant,46000
2014,IE02,Southern and Eastern,Euro per inhabitant in percentage of the EU average,167
2014,IE02,Southern and Eastern,Purchasing power standard (PPS) per inhabitant,41300
2014,IE02,Southern and Eastern,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,150
2014,IE02,Southern and Eastern,Million euro,155860
2014,IE02,Southern and Eastern,Million purchasing power standard (PPS),139865
2014,EL51,"Anatoliki Makedonia, Thraki",Euro per inhabitant,11200
2014,EL51,"Anatoliki Makedonia, Thraki",Euro per inhabitant in percentage of the EU average,41
2014,EL51,"Anatoliki Makedonia, Thraki",Purchasing power standard (PPS) per inhabitant,13700
2014,EL51,"Anatoliki Makedonia, Thraki",Purchasing power standards (PPS) per inhabitant in percentage of the EU average,50
2014,EL51,"Anatoliki Makedonia, Thraki",Million euro,6820
2014,EL51,"Anatoliki Makedonia, Thraki",Million purchasing power standard (PPS),8341
2014,EL52,Kentriki Makedonia,Euro per inhabitant,12500
2014,EL52,Kentriki Makedonia,Euro per inhabitant in percentage of the EU average,46
2014,EL52,Kentriki Makedonia,Purchasing power standard (PPS) per inhabitant,15300
2014,EL52,Kentriki Makedonia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,56
2014,EL52,Kentriki Makedonia,Million euro,23859
2014,EL52,Kentriki Makedonia,Million purchasing power standard (PPS),29183
2014,EL53,Dytiki Makedonia,Euro per inhabitant,14800
2014,EL53,Dytiki Makedonia,Euro per inhabitant in percentage of the EU average,54
2014,EL53,Dytiki Makedonia,Purchasing power standard (PPS) per inhabitant,18100
2014,EL53,Dytiki Makedonia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,66
2014,EL53,Dytiki Makedonia,Million euro,4125
2014,EL53,Dytiki Makedonia,Million purchasing power standard (PPS),5045
2014,EL54,Ipeiros,Euro per inhabitant,11400
2014,EL54,Ipeiros,Euro per inhabitant in percentage of the EU average,42
2014,EL54,Ipeiros,Purchasing power standard (PPS) per inhabitant,14000
2014,EL54,Ipeiros,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,51
2014,EL54,Ipeiros,Million euro,3904
2014,EL54,Ipeiros,Million purchasing power standard (PPS),4776
2014,EL61,Thessalia,Euro per inhabitant,12300
2014,EL61,Thessalia,Euro per inhabitant in percentage of the EU average,45
2014,EL61,Thessalia,Purchasing power standard (PPS) per inhabitant,15100
2014,EL61,Thessalia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,55
2014,EL61,Thessalia,Million euro,9085
2014,EL61,Thessalia,Million purchasing power standard (PPS),11112
2014,EL62,Ionia Nisia,Euro per inhabitant,15100
2014,EL62,Ionia Nisia,Euro per inhabitant in percentage of the EU average,55
2014,EL62,Ionia Nisia,Purchasing power standard (PPS) per inhabitant,18400
2014,EL62,Ionia Nisia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,67
2014,EL62,Ionia Nisia,Million euro,3137
2014,EL62,Ionia Nisia,Million purchasing power standard (PPS),3836
2014,EL63,Dytiki Ellada,Euro per inhabitant,12100
2014,EL63,Dytiki Ellada,Euro per inhabitant in percentage of the EU average,44
2014,EL63,Dytiki Ellada,Purchasing power standard (PPS) per inhabitant,14800
2014,EL63,Dytiki Ellada,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,54
2014,EL63,Dytiki Ellada,Million euro,8181
2014,EL63,Dytiki Ellada,Million purchasing power standard (PPS),10007
2014,EL64,Sterea Ellada,Euro per inhabitant,13800
2014,EL64,Sterea Ellada,Euro per inhabitant in percentage of the EU average,50
2014,EL64,Sterea Ellada,Purchasing power standard (PPS) per inhabitant,16900
2014,EL64,Sterea Ellada,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,61
2014,EL64,Sterea Ellada,Million euro,7734
2014,EL64,Sterea Ellada,Million purchasing power standard (PPS),9460
2014,EL65,Peloponnisos,Euro per inhabitant,13000
2014,EL65,Peloponnisos,Euro per inhabitant in percentage of the EU average,47
2014,EL65,Peloponnisos,Purchasing power standard (PPS) per inhabitant,15900
2014,EL65,Peloponnisos,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,58
2014,EL65,Peloponnisos,Million euro,7611
2014,EL65,Peloponnisos,Million purchasing power standard (PPS),9309
2014,EL30,Attiki,Euro per inhabitant,22200
2014,EL30,Attiki,Euro per inhabitant in percentage of the EU average,81
2014,EL30,Attiki,Purchasing power standard (PPS) per inhabitant,27100
2014,EL30,Attiki,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,99
2014,EL30,Attiki,Million euro,85579
2014,EL30,Attiki,Million purchasing power standard (PPS),104673
2014,EL41,Voreio Aigaio,Euro per inhabitant,12800
2014,EL41,Voreio Aigaio,Euro per inhabitant in percentage of the EU average,47
2014,EL41,Voreio Aigaio,Purchasing power standard (PPS) per inhabitant,15700
2014,EL41,Voreio Aigaio,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,57
2014,EL41,Voreio Aigaio,Million euro,2545
2014,EL41,Voreio Aigaio,Million purchasing power standard (PPS),3113
2014,EL42,Notio Aigaio,Euro per inhabitant,18000
2014,EL42,Notio Aigaio,Euro per inhabitant in percentage of the EU average,66
2014,EL42,Notio Aigaio,Purchasing power standard (PPS) per inhabitant,22000
2014,EL42,Notio Aigaio,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,80
2014,EL42,Notio Aigaio,Million euro,6045
2014,EL42,Notio Aigaio,Million purchasing power standard (PPS),7394
2014,EL43,Kriti,Euro per inhabitant,14100
2014,EL43,Kriti,Euro per inhabitant in percentage of the EU average,51
2014,EL43,Kriti,Purchasing power standard (PPS) per inhabitant,17300
2014,EL43,Kriti,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,63
2014,EL43,Kriti,Million euro,8934
2014,EL43,Kriti,Million purchasing power standard (PPS),10927
2014,ES11,Galicia,Euro per inhabitant,19700
2014,ES11,Galicia,Euro per inhabitant in percentage of the EU average,72
2014,ES11,Galicia,Purchasing power standard (PPS) per inhabitant,22000
2014,ES11,Galicia,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,80
2014,ES11,Galicia,Million euro,53858
2014,ES11,Galicia,Million purchasing power standard (PPS),60160
2014,ES12,Principado de Asturias,Euro per inhabitant,19700
2014,ES12,Principado de Asturias,Euro per inhabitant in percentage of the EU average,72
2014,ES12,Principado de Asturias,Purchasing power standard (PPS) per inhabitant,22000
2014,ES12,Principado de Asturias,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,80
2014,ES12,Principado de Asturias,Million euro,20793
2014,ES12,Principado de Asturias,Million purchasing power standard (PPS),23226
2014,ES13,Cantabria,Euro per inhabitant,20200
2014,ES13,Cantabria,Euro per inhabitant in percentage of the EU average,74
2014,ES13,Cantabria,Purchasing power standard (PPS) per inhabitant,22600
2014,ES13,Cantabria,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,82
2014,ES13,Cantabria,Million euro,11864
2014,ES13,Cantabria,Million purchasing power standard (PPS),13252
2014,ES21,Pa�s Vasco,Euro per inhabitant,29300
2014,ES21,Pa�s Vasco,Euro per inhabitant in percentage of the EU average,107
2014,ES21,Pa�s Vasco,Purchasing power standard (PPS) per inhabitant,32700
2014,ES21,Pa�s Vasco,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,119
2014,ES21,Pa�s Vasco,Million euro,63394
2014,ES21,Pa�s Vasco,Million purchasing power standard (PPS),70812
2014,ES22,Comunidad Foral de Navarra,Euro per inhabitant,27700
2014,ES22,Comunidad Foral de Navarra,Euro per inhabitant in percentage of the EU average,101
2014,ES22,Comunidad Foral de Navarra,Purchasing power standard (PPS) per inhabitant,30900
2014,ES22,Comunidad Foral de Navarra,Purchasing power standards (PPS) per inhabitant in percentage of the EU average,113
2014,ES22,Comunidad Foral de Navarra,Million euro,17623
2014,ES22,Comunidad Foral de Navarra,Million purchasing power standard (PPS),19685
