TIME,GEO,NA_ITEM,SECTOR,UNIT,Value
2007Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),38.7
2007Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),103
2007Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),56.9
2007Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.8
2007Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.8
2007Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.1
2007Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.7
2007Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.2
2007Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),45.4
2007Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),73.4
2007Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),45.3
2007Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.3
2007Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.8
2007Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.6
2007Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),31.7
2007Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.8
2007Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),40.2
2007Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.3
2007Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2007Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48
2007Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.9
2007Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59
2007Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.5
2007Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.6
2007Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2007Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.9
2007Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67
2007Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.4
2007Q3,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),17.2
2007Q3,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.9
2007Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.1
2007Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64
2007Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),3.3
2007Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.6
2007Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),102.2
2007Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.9
2007Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.8
2007Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.9
2007Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),102
2007Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),54.3
2007Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.2
2007Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),14.6
2007Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),7.9
2007Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.3
2007Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.6
2007Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.3
2007Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.5
2007Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.3
2007Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.6
2007Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.6
2007Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.3
2007Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),30.8
2007Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.9
2007Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.2
2007Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.3
2007Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2007Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.2
2007Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.6
2007Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.6
2007Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.2
2007Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65
2007Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.1
2007Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.2
2007Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.3
2007Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),87
2007Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),16.3
2007Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.8
2007Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.3
2007Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.7
2007Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),3.7
2007Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.9
2007Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),103.1
2007Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.5
2007Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.3
2007Q4,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.7
2007Q4,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.8
2007Q4,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.5
2007Q4,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.4
2007Q4,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.9
2007Q4,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),7.8
2007Q4,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.6
2007Q4,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.4
2007Q4,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.7
2007Q4,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.1
2007Q4,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.2
2007Q4,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.4
2007Q4,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),12.7
2007Q4,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.8
2007Q4,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),30.1
2007Q4,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34
2007Q4,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39
2007Q4,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42
2007Q4,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2007Q4,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49
2008Q1,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.7
2008Q1,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.8
2008Q1,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.4
2008Q1,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.8
2008Q1,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66
2008Q1,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.1
2008Q1,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.3
2008Q1,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.4
2008Q1,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),14.6
2008Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.4
2008Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.7
2008Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.9
2008Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4
2008Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.4
2008Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),103.7
2008Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.7
2008Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.9
2008Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.4
2008Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),102.2
2008Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.2
2008Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),9.8
2008Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.9
2008Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.2
2008Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.5
2008Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.4
2008Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.6
2008Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2008Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.6
2008Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.4
2008Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),12.1
2008Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.2
2008Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.1
2008Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.3
2008Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.8
2008Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.2
2008Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2008Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.6
2008Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.5
2008Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),58.6
2008Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.2
2008Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.2
2008Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.4
2008Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.5
2008Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.6
2008Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),89.2
2008Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),14
2008Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.6
2008Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.7
2008Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.7
2008Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),3.9
2008Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),31.1
2008Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),104.8
2008Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.3
2008Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.3
2008Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.9
2008Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101.7
2008Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.4
2008Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.1
2008Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),14
2008Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.3
2008Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.3
2008Q2,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.3
2008Q2,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.6
2008Q2,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.6
2008Q2,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.5
2008Q2,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69
2008Q2,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.5
2008Q2,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),22.1
2008Q2,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.4
2008Q2,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.5
2008Q2,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.9
2008Q2,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.6
2008Q2,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2008Q2,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.5
2008Q3,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.2
2008Q3,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.3
2008Q3,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),59.9
2008Q3,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.3
2008Q3,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.4
2008Q3,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.6
2008Q3,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2008Q3,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),90.1
2008Q3,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.6
2008Q3,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),27.1
2008Q3,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),24.2
2008Q3,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.2
2008Q3,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4.1
2008Q3,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.1
2008Q3,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),106.2
2008Q3,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.1
2008Q3,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2008Q3,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.2
2008Q3,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),101
2008Q3,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.4
2008Q3,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),10.8
2008Q3,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.4
2008Q3,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),8.3
2008Q3,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.6
2008Q3,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.3
2008Q3,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.1
2008Q3,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),66.7
2008Q3,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.6
2008Q3,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.4
2008Q3,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),11.3
2008Q3,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),21.8
2008Q3,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),26.7
2008Q3,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28.8
2008Q3,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),36.9
2008Q3,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),45.4
2008Q3,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2008Q3,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),41.9
2008Q4,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.7
2008Q4,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),60.8
2008Q4,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),61.5
2008Q4,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.6
2008Q4,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.8
2008Q4,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.9
2008Q4,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69
2008Q4,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),92.5
2008Q4,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13
2008Q4,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28.7
2008Q4,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),33.3
2008Q4,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.1
2008Q4,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),4.5
2008Q4,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.4
2008Q4,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),109.4
2008Q4,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.4
2008Q4,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68
2008Q4,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),39.6
2008Q4,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),102.4
2008Q4,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),44.7
2008Q4,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),18.7
2008Q4,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),14.6
2008Q4,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.1
2008Q4,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.6
2008Q4,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),62.7
2008Q4,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),54.8
2008Q4,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.8
2008Q4,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.6
2008Q4,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.7
2008Q4,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.2
2008Q4,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),21.8
2008Q4,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28.5
2008Q4,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32.7
2008Q4,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.5
2008Q4,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50.2
2008Q4,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2008Q4,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.8
2009Q1,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.4
2009Q1,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),64.5
2009Q1,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),65.2
2009Q1,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.2
2009Q1,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.4
2009Q1,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.5
2009Q1,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.7
2009Q1,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),98.2
2009Q1,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),12.7
2009Q1,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),28.6
2009Q1,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),34.8
2009Q1,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),67.2
2009Q1,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),5.1
2009Q1,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),49
2009Q1,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),117.6
2009Q1,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.7
2009Q1,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),71.3
2009Q1,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),42.2
2009Q1,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),108.3
2009Q1,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),50
2009Q1,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),21.1
2009Q1,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),17.5
2009Q1,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15
2009Q1,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),81.8
2009Q1,Malta,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.2
2009Q1,Netherlands,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),57.7
2009Q1,Austria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),72.5
2009Q1,Poland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),48.4
2009Q1,Portugal,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),74.8
2009Q1,Romania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.7
2009Q1,Slovenia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),25.1
2009Q1,Slovakia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),29.5
2009Q1,Finland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.1
2009Q1,Sweden,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),35.1
2009Q1,United Kingdom,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),53.1
2009Q1,Iceland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP), 
2009Q1,Norway,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.7
2009Q2,European Union (28 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.6
2009Q2,European Union (27 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),68.7
2009Q2,European Union (25 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),69.5
2009Q2,Euro area (19 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.3
2009Q2,Euro area (18 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.5
2009Q2,Euro area (17 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.6
2009Q2,Euro area (16 countries),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.8
2009Q2,Belgium,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),99.9
2009Q2,Bulgaria,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),13.1
2009Q2,Czech Republic,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),32
2009Q2,Denmark,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),37.6
2009Q2,Germany (until 1990 former territory of the FRG),Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),70.9
2009Q2,Estonia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),5.8
2009Q2,Ireland,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),56.5
2009Q2,Greece,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),122
2009Q2,Spain,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),46.6
2009Q2,France,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.2
2009Q2,Croatia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),43.7
2009Q2,Italy,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),110.6
2009Q2,Cyprus,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),63.3
2009Q2,Latvia,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),23.2
2009Q2,Lithuania,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),20.6
2009Q2,Luxembourg,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),15.4
2009Q2,Hungary,Government consolidated gross debt,General government,Percentage of gross domestic product (GDP),75.8
