GEO,TIME,UNIT,SECTOR,NA_ITEM,Value
Slovakia,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.6
Slovakia,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.5
Finland,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.1
Finland,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,55.3
Finland,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.2
Finland,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,46.9
Finland,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.1
Finland,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.5
Finland,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41
Finland,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.2
Finland,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.8
Finland,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42.7
Finland,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40
Finland,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.2
Finland,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34
Finland,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,32.7
Finland,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.7
Finland,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,47.1
Finland,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.5
Finland,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,53.9
Finland,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,56.5
Finland,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,60.2
Finland,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,63.6
Sweden,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,69.5
Sweden,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,70.2
Sweden,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,67.9
Sweden,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,66.8
Sweden,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,61.5
Sweden,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.7
Sweden,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,52.1
Sweden,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.2
Sweden,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,49.7
Sweden,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.7
Sweden,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,48.9
Sweden,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.7
Sweden,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,39
Sweden,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.5
Sweden,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41
Sweden,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.3
Sweden,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.5
Sweden,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.8
Sweden,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.4
Sweden,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,45.2
Sweden,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.9
United Kingdom,1995,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,45.2
United Kingdom,1996,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,44.8
United Kingdom,1997,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,43.9
United Kingdom,1998,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41.6
United Kingdom,1999,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.2
United Kingdom,2000,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,37.3
United Kingdom,2001,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.6
United Kingdom,2002,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,34.7
United Kingdom,2003,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,35.9
United Kingdom,2004,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,38.8
United Kingdom,2005,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,40.1
United Kingdom,2006,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,41
United Kingdom,2007,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,42
United Kingdom,2008,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,50.2
United Kingdom,2009,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,64.5
United Kingdom,2010,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,76
United Kingdom,2011,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,81.6
United Kingdom,2012,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,85.1
United Kingdom,2013,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,86.2
United Kingdom,2014,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,88.1
United Kingdom,2015,Percentage of gross domestic product (GDP),General government,Government consolidated gross debt,89.1
