Entity,Code,Year,"Military expenditure (1914-2007, real prices) (Correlates of War: National Material Capabilities (v4.0)) (US-$)"
Lithuania,LTU,1933,54593333.33
Lithuania,LTU,1934,82777581.94
Lithuania,LTU,1935,114262949.39999999
Lithuania,LTU,1936,130686625.5
Lithuania,LTU,1937,134431173.9
Lithuania,LTU,1938,145392615.3
Lithuania,LTU,1939,114381181.6
Lithuania,LTU,1940,99124168.51
Lithuania,LTU,1992,64054527.42
Lithuania,LTU,1993,82966754.33
Lithuania,LTU,1994,71025342.19
Lithuania,LTU,1995,125031200.2
Lithuania,LTU,1996,136661277.70000002
Lithuania,LTU,1997,141714523.79999998
Lithuania,LTU,1998,144340730.4
Lithuania,LTU,1999,109432121.89999999
Lithuania,LTU,2000,199000000
Lithuania,LTU,2001,206313910.4
Lithuania,LTU,2002,238813734.7
Lithuania,LTU,2003,318156905.7
Lithuania,LTU,2004,284850763
Lithuania,LTU,2005,271512664.40000004
Lithuania,LTU,2006,304895791.6
Lithuania,LTU,2007,376051263.6
Luxembourg,LUX,1920,852310.5745
Luxembourg,LUX,1921,1135583.9840000002
Luxembourg,LUX,1922,1778376.422
Luxembourg,LUX,1923,1581778.672
Luxembourg,LUX,1924,975675.1527
Luxembourg,LUX,1925,1195594
Luxembourg,LUX,1926,1541554.781
Luxembourg,LUX,1927,1362047.959
Luxembourg,LUX,1928,1599673.0769999998
Luxembourg,LUX,1929,2067929.293
Luxembourg,LUX,1930,2309057.652
Luxembourg,LUX,1931,3419266.667
Luxembourg,LUX,1932,2266888.742
Luxembourg,LUX,1933,2529119.728
Luxembourg,LUX,1934,3444663.2260000003
Luxembourg,LUX,1935,4016854.614
Luxembourg,LUX,1936,3353298.377
Luxembourg,LUX,1937,3318803.357
Luxembourg,LUX,1938,6007959.308999999
Luxembourg,LUX,1939,9930690.299
Luxembourg,LUX,1940,11764762.61
Luxembourg,LUX,1944,11528283.149999999
Luxembourg,LUX,1945,13990536.44
Luxembourg,LUX,1946,13643635.11
Luxembourg,LUX,1947,13449273.08
Luxembourg,LUX,1948,13885172.06
Luxembourg,LUX,1949,15364927.84
Luxembourg,LUX,1950,20225341.090000004
Luxembourg,LUX,1951,29301265.630000003
Luxembourg,LUX,1952,47230344.69
Luxembourg,LUX,1953,52272396.44
Luxembourg,LUX,1954,60748464.050000004
Luxembourg,LUX,1955,64627840.620000005
Luxembourg,LUX,1956,40237559.98
Luxembourg,LUX,1957,43047647.620000005
Luxembourg,LUX,1958,41315913.53
Luxembourg,LUX,1959,38313500
Luxembourg,LUX,1960,24670065.22
Luxembourg,LUX,1961,27041774.19
Luxembourg,LUX,1962,32641564.56
Luxembourg,LUX,1963,31665038.7
Luxembourg,LUX,1964,41332829.61
Luxembourg,LUX,1965,42087956.68
Luxembourg,LUX,1966,42635604.78
Luxembourg,LUX,1967,34179454.27
Luxembourg,LUX,1968,29691575.38
Luxembourg,LUX,1969,29592412.2
Luxembourg,LUX,1970,29895778.849999998
Luxembourg,LUX,1971,30936222.22
Luxembourg,LUX,1972,38502724.18
Luxembourg,LUX,1973,47937050.49
Luxembourg,LUX,1974,52010136.59
Luxembourg,LUX,1975,59354582.269999996
Luxembourg,LUX,1976,63034010.58
Luxembourg,LUX,1977,66903244.449999996
Luxembourg,LUX,1978,79807903.19
Luxembourg,LUX,1979,85213072.46
Luxembourg,LUX,1980,96793684.77000001
Luxembourg,LUX,1981,77844444.97
Luxembourg,LUX,1982,65359439.550000004
Luxembourg,LUX,1983,67764127.89
Luxembourg,LUX,1984,58585230.94
Luxembourg,LUX,1985,33562882.599999994
Luxembourg,LUX,1986,40860866.44
Luxembourg,LUX,1987,99952563.03
Luxembourg,LUX,1988,98061887.71
Luxembourg,LUX,1989,96680816.9
Luxembourg,LUX,1990,122926983.7
Luxembourg,LUX,1991,125469721.69999999
Luxembourg,LUX,1992,111317949.60000001
Luxembourg,LUX,1993,122409965.4
Luxembourg,LUX,1994,142050684.4
Luxembourg,LUX,1995,154386351.6
Luxembourg,LUX,1996,154811603.70000002
Luxembourg,LUX,1997,140664786.6
Luxembourg,LUX,1998,151609688.1
Luxembourg,LUX,1999,138068565
Luxembourg,LUX,2000,129000000
Luxembourg,LUX,2001,141779701.5
Luxembourg,LUX,2002,148295625.6
Luxembourg,LUX,2003,188817154.70000002
Luxembourg,LUX,2004,216854129.3
Luxembourg,LUX,2005,218100337
Luxembourg,LUX,2006,219386773.5
Luxembourg,LUX,2007,234716560.5
Macedonia,MKD,1993,34002768.17
Macedonia,MKD,1994,39664324.3
Macedonia,MKD,1995,46294160.91
Macedonia,MKD,1996,54160572.62
Macedonia,MKD,1997,63440868.48
Macedonia,MKD,1998,74766421.51
Macedonia,MKD,1999,68522917.44999999
Macedonia,MKD,2000,71000000
Macedonia,MKD,2001,71378746.27000001
Macedonia,MKD,2002,120369826
Macedonia,MKD,2003,129339751
Macedonia,MKD,2004,124966786.39999999
Macedonia,MKD,2005,113946298.5
Macedonia,MKD,2006,115739479
Macedonia,MKD,2007,132080645.2
Madagascar,MDG,1960,1897336.957
Madagascar,MDG,1961,3753870.9680000003
Madagascar,MDG,1962,41196757.97
Madagascar,MDG,1963,22004825.32
Madagascar,MDG,1964,39728017.419999994
Madagascar,MDG,1965,46125527.81
Madagascar,MDG,1966,48303602.18
Madagascar,MDG,1967,50288487.62
Madagascar,MDG,1968,51456135.24
Madagascar,MDG,1969,52123514.79
Madagascar,MDG,1970,43992069.77
Madagascar,MDG,1971,43695190.48
Madagascar,MDG,1972,52835113.29
Madagascar,MDG,1973,63323292.33
Madagascar,MDG,1974,73923558.19
Madagascar,MDG,1975,78829570.15
Madagascar,MDG,1976,88088686.82000001
Madagascar,MDG,1977,101800875.4
Madagascar,MDG,1978,113611485.4
Madagascar,MDG,1979,164727437.70000002
Madagascar,MDG,1980,170367365.9
Madagascar,MDG,1981,171020480.2
Madagascar,MDG,1982,112982137.60000001
Madagascar,MDG,1983,103730900.89999999
Madagascar,MDG,1984,82651767.44
Madagascar,MDG,1985,77742566.21000001
Madagascar,MDG,1986,82521001.71
Madagascar,MDG,1987,50126688.93
Madagascar,MDG,1988,42279444.98
Madagascar,MDG,1989,44512346.64
Madagascar,MDG,1990,44924827.019999996
Madagascar,MDG,1991,36079072.46
Madagascar,MDG,1992,35949443.11
Madagascar,MDG,1993,41936747.4
Madagascar,MDG,1994,61037403.440000005
Madagascar,MDG,1995,35878518.32
Madagascar,MDG,1996,40571316.82
Madagascar,MDG,1997,38840276.89
Madagascar,MDG,1998,46729013.440000005
Madagascar,MDG,2002,282146872.09999996
Madagascar,MDG,2003,305883790.6
Madagascar,MDG,2004,249933572.7
Madagascar,MDG,2005,48071094.68
Madagascar,MDG,2006,46641282.57
Madagascar,MDG,2007,68984795.56
Malawi,MWI,1964,3744561.7860000003
Malawi,MWI,1965,6130802.139
Malawi,MWI,1966,5961830.473
Malawi,MWI,1967,6951753.410999999
Malawi,MWI,1968,5716025.206
Malawi,MWI,1969,5449242.143999999
Malawi,MWI,1970,5174269.416
Malawi,MWI,1971,5763769.841
Malawi,MWI,1972,6133554.444
Malawi,MWI,1973,9106143.128
Malawi,MWI,1974,11193535.540000001
Malawi,MWI,1975,22370906.57
Malawi,MWI,1976,21962759.37
Malawi,MWI,1977,31488266.360000003
Malawi,MWI,1978,45947694.949999996
Malawi,MWI,1979,44569804.230000004
Malawi,MWI,1980,54254431.5
Malawi,MWI,1981,62460534.21
Malawi,MWI,1982,41456713.18
Malawi,MWI,1983,36610456.5
Malawi,MWI,1984,30999210.74
Malawi,MWI,1985,52104014.68
Malawi,MWI,1986,31269640.41
Malawi,MWI,1987,30491684.76
Malawi,MWI,1988,27389152.95
Malawi,MWI,1989,28004624.94
Malawi,MWI,1990,22076082.07
Malawi,MWI,1991,23736231.88
Malawi,MWI,1992,22546729.490000002
Malawi,MWI,1993,19834948.1
Malawi,MWI,1994,23305190.41
Malawi,MWI,1995,22831784.39
Malawi,MWI,1996,25623989.57
Malawi,MWI,1997,24143955.900000002
Malawi,MWI,1998,26998985.540000003
Malawi,MWI,1999,27613713
Malawi,MWI,2000,6000000
Malawi,MWI,2001,5866746.269
Malawi,MWI,2002,14444379.12
Malawi,MWI,2003,12273115.06
Malawi,MWI,2004,11945354.58
Malawi,MWI,2005,30266985.540000003
Malawi,MWI,2006,33685370.74
Malawi,MWI,2007,35333675.78
Malaysia,MYS,1957,256764297.7
Malaysia,MYS,1958,262491169.4
Malaysia,MYS,1959,220889250
Malaysia,MYS,1960,201014652.20000002
Malaysia,MYS,1961,167960236.6
Malaysia,MYS,1962,168087349.9
Malaysia,MYS,1963,229151668.89999998
Malaysia,MYS,1964,316125713.09999996
Malaysia,MYS,1965,432208413.40000004
Malaysia,MYS,1966,529938593.9
Malaysia,MYS,1967,492523453.3
Malaysia,MYS,1968,490430993.20000005
Malaysia,MYS,1969,450909650.59999996
Malaysia,MYS,1970,443050412
Malaysia,MYS,1971,649989047.6
Malaysia,MYS,1972,899895045.2
Malaysia,MYS,1973,1150287129
Malaysia,MYS,1974,1307463729
Malaysia,MYS,1975,1428727205
Malaysia,MYS,1976,1187303504
Malaysia,MYS,1977,1436316576
Malaysia,MYS,1978,1664475232
Malaysia,MYS,1979,2343441966
Malaysia,MYS,1980,2513474975
Malaysia,MYS,1981,3439385063
Malaysia,MYS,1982,3388116510
Malaysia,MYS,1983,3180366945
Malaysia,MYS,1984,1767111500
Malaysia,MYS,1985,2523654088
Malaysia,MYS,1986,1416248288
Malaysia,MYS,1987,1166765001
Malaysia,MYS,1988,2129827041.0000002
Malaysia,MYS,1989,1760145364
Malaysia,MYS,1990,1913260446
Malaysia,MYS,1991,2065052174
Malaysia,MYS,1992,2901020264
Malaysia,MYS,1993,2946906574
Malaysia,MYS,1994,3486900393
Malaysia,MYS,1995,3820518587
Malaysia,MYS,1996,3945026728
Malaysia,MYS,1997,3544962569
Malaysia,MYS,1998,1963656987
Malaysia,MYS,1999,3229781691
Malaysia,MYS,2000,2579000000
Malaysia,MYS,2001,3176843104
Malaysia,MYS,2002,2155101364
Malaysia,MYS,2003,2720855199
Malaysia,MYS,2004,2519550943
Malaysia,MYS,2005,2768538972
Malaysia,MYS,2006,2769110220
Malaysia,MYS,2007,3382778817
Maldives,MDV,1984,2657328.286
Maldives,MDV,1998,40498478.32
Maldives,MDV,1999,41931934.56
Maldives,MDV,2000,35000000
Maldives,MDV,2001,35200477.61
Maldives,MDV,2002,25036923.8
Maldives,MDV,2003,32098916.3
Maldives,MDV,2004,35836063.730000004
Maldives,MDV,2005,40949451.029999994
Maldives,MDV,2006,48368737.47
Maldives,MDV,2007,53000513.66
Mali,MLI,1961,37923365.59
Mali,MLI,1962,42093931.81
Mali,MLI,1963,43882899.940000005
Mali,MLI,1964,47333044.09
Mali,MLI,1965,47846531.55
Mali,MLI,1966,44040893.4
Mali,MLI,1967,44859499.239999995
Mali,MLI,1968,23082421.23
Mali,MLI,1969,22992774.49
Mali,MLI,1970,25152698.55
Mali,MLI,1971,19593396.830000002
Mali,MLI,1972,27261698.96
Mali,MLI,1973,34133269.17
Mali,MLI,1974,33221089.549999997
Mali,MLI,1975,49345514.349999994
Mali,MLI,1976,54154342.199999996
Mali,MLI,1977,60476021.339999996
Mali,MLI,1978,67402439.36
Mali,MLI,1979,72532292.31
Mali,MLI,1980,86728115.82000001
Mali,MLI,1981,107040964.1
Mali,MLI,1982,91061107.9
Mali,MLI,1983,82576493.83999999
Mali,MLI,1984,82445086.35
Mali,MLI,1985,39806208.25
Mali,MLI,1986,52232919.52
Mali,MLI,1987,83298360.33
Mali,MLI,1988,84321068.09
Mali,MLI,1989,52143034.63
Mali,MLI,1990,42925715.14
Mali,MLI,1991,41538405.8
Mali,MLI,1992,76111167.63
Mali,MLI,1993,68005536.33
Mali,MLI,1994,57708090.53
Mali,MLI,1995,54361391.4
Mali,MLI,1996,44841981.75
Mali,MLI,1997,45138700.169999994
Mali,MLI,1998,37383210.75
Mali,MLI,1999,34772823.78
Mali,MLI,2000,64000000
Mali,MLI,2001,61600835.82
Mali,MLI,2002,61629350.89
Mali,MLI,2003,84023633.85
Mali,MLI,2004,94643963.2
Mali,MLI,2005,106824654.89999999
Mali,MLI,2006,114012024
Mali,MLI,2007,132080645.2
Malta,MLT,1971,3420634.9209999996
Malta,MLT,1972,3278222.5779999997
Malta,MLT,1973,3108959.757
Malta,MLT,1974,5706620.209
Malta,MLT,1975,5222576.5309999995
Malta,MLT,1976,4951027.811
Malta,MLT,1977,6991178.145
Malta,MLT,1978,8711702.128
Malta,MLT,1979,10057725.370000001
Malta,MLT,1980,9226002.704
Malta,MLT,1981,11814303.379999999
Malta,MLT,1982,17480884.92
Malta,MLT,1983,22934092.61
Malta,MLT,1984,22144402.38
Malta,MLT,1985,18662736.720000003
Malta,MLT,1986,23935998.29
Malta,MLT,1987,31694944.060000002
Malta,MLT,1988,29569186.83
Malta,MLT,1989,27457758.97
Malta,MLT,1990,25988454.4
Malta,MLT,1991,25860624.64
Malta,MLT,1992,31331018.85
Malta,MLT,1993,23801937.720000003
Malta,MLT,1994,31073587.21
Malta,MLT,1995,34791290.49
Malta,MLT,1996,36300651.89
Malta,MLT,1997,32541853.61
Malta,MLT,1998,31152675.630000003
Malta,MLT,1999,27613713
Malta,MLT,2000,27000000
Malta,MLT,2001,23466985.07
Malta,MLT,2002,31777634.05
Malta,MLT,2003,38707516.72
Malta,MLT,2004,47781418.31
Malta,MLT,2005,43620067.4
Malta,MLT,2006,39731462.93
Malta,MLT,2007,37016231.760000005
Mauritania,MRT,1960,4684782.609
Mauritania,MRT,1961,9268817.204000002
Mauritania,MRT,1962,13732252.66
Mauritania,MRT,1963,18116295.19
Mauritania,MRT,1964,8920081.111
Mauritania,MRT,1965,8762667.913999999
Mauritania,MRT,1966,17042318.25
Mauritania,MRT,1967,24844242.55
Mauritania,MRT,1968,31775542.9
Mauritania,MRT,1969,30292488.45
Mauritania,MRT,1970,25565921.46
Mauritania,MRT,1971,8702095.238
Mauritania,MRT,1972,12998152.52
Mauritania,MRT,1973,18146998.1
Mauritania,MRT,1974,21474011.849999998
Mauritania,MRT,1975,72567700.88999999
Mauritania,MRT,1976,108746850.39999999
Mauritania,MRT,1977,144360837.5
Mauritania,MRT,1978,122135885.89999999
Mauritania,MRT,1979,118459889.5
Mauritania,MRT,1980,149472315
Mauritania,MRT,1981,108070496.3
Mauritania,MRT,1982,108228926.1
Mauritania,MRT,1983,74557206.12
Mauritania,MRT,1984,58357881.739999995
Mauritania,MRT,1985,67240216.63
Mauritania,MRT,1986,67306849.32
Mauritania,MRT,1987,47856904.32
Mauritania,MRT,1989,50871253.3
Mauritania,MRT,1991,46997739.13
Mauritania,MRT,1992,42911891.74
Mauritania,MRT,1993,28789010.38
Mauritania,MRT,1994,33293129.150000002
Mauritania,MRT,1995,31529607.009999998
Mauritania,MRT,1996,28826988.270000003
Mauritania,MRT,1997,25193693.12
Mauritania,MRT,1998,25960563.020000003
Mauritania,MRT,1999,24545522.669999998
Mauritania,MRT,2000,24000000
Mauritania,MRT,2001,24444776.119999997
Mauritania,MRT,2002,17333254.939999998
Mauritania,MRT,2003,16993543.92
Mauritania,MRT,2004,16539721.72
Mauritania,MRT,2005,16023698.23
Mauritania,MRT,2006,15547094.19
Mauritania,MRT,2007,15984281.9
Mauritius,MUS,1968,182595.24959999998
Mauritius,MUS,1969,162720.4251
Mauritius,MUS,1970,244340.5002
Mauritius,MUS,1971,1272476.1900000002
Mauritius,MUS,1972,1426026.821
Mauritius,MUS,1973,1678838.269
Mauritius,MUS,1974,1977343.902
Mauritius,MUS,1975,2279654.656
Mauritius,MUS,1976,2037347.9440000001
Mauritius,MUS,1977,2335053.5
Mauritius,MUS,1978,2219306.117
Mauritius,MUS,1979,2200630.312
Mauritius,MUS,1980,2088767.0119999999
Mauritius,MUS,1981,2751044.93
Mauritius,MUS,1982,3729785.174
Mauritius,MUS,1983,3223004.481
Mauritius,MUS,1984,4428880.476000001
Mauritius,MUS,1985,2861285.814
Mauritius,MUS,1986,4206678.082
Mauritius,MUS,1987,4102020.371
Mauritius,MUS,1988,5284930.623000001
Mauritius,MUS,1989,6358906.663
Mauritius,MUS,1990,8585143.028
Mauritius,MUS,1991,8307681.159
Mauritius,MUS,1992,13112611.59
Mauritius,MUS,1993,12694366.780000001
Mauritius,MUS,1994,12207480.69
Mauritius,MUS,1995,15221189.59
Mauritius,MUS,1996,100360625.8
Mauritius,MUS,1997,91327137.55
Mauritius,MUS,1998,93458026.88000001
Mauritius,MUS,1999,93068440.11
Mauritius,MUS,2000,9000000
Mauritius,MUS,2001,8800119.403
Mauritius,MUS,2002,9629586.077
Mauritius,MUS,2003,11329029.280000001
Mauritius,MUS,2004,10107607.72
Mauritius,MUS,2005,8902054.571
Mauritius,MUS,2006,9501002.004
Mauritius,MUS,2007,22714505.86
Mexico,MEX,1914,292464285.7
Mexico,MEX,1915,277265354.3
Mexico,MEX,1917,588903171
Mexico,MEX,1918,477492711.4
Mexico,MEX,1919,547948210.6
Mexico,MEX,1920,448601738.59999996
Mexico,MEX,1921,523024392.6
Mexico,MEX,1922,555962811.8000001
Mexico,MEX,1923,504826310.9
Mexico,MEX,1924,433750148.70000005
Mexico,MEX,1925,370290202
Mexico,MEX,1926,375454231.09999996
Mexico,MEX,1927,352168780.6
Mexico,MEX,1928,388306134.59999996
Mexico,MEX,1929,391144689.9
Mexico,MEX,1930,329972063.90000004
Mexico,MEX,1931,300857155.6
Mexico,MEX,1932,211406356.3
Mexico,MEX,1933,185060258.5
Mexico,MEX,1934,176163881.3
Mexico,MEX,1935,180478934.29999998
Mexico,MEX,1936,197312983.79999998
Mexico,MEX,1937,220710242.20000002
Mexico,MEX,1938,232573658.39999998
Mexico,MEX,1939,189447014.9
Mexico,MEX,1940,182776868.4
Mexico,MEX,1941,213527231.6
Mexico,MEX,1942,215789326.6
Mexico,MEX,1943,252997440.20000002
Mexico,MEX,1944,268783717.8
Mexico,MEX,1945,278370292.5
Mexico,MEX,1946,366722025
Mexico,MEX,1947,362488721.5
Mexico,MEX,1948,364747694.1
Mexico,MEX,1949,290112511
Mexico,MEX,1950,238225454.5
Mexico,MEX,1951,255973008.20000002
Mexico,MEX,1952,275094603.2
Mexico,MEX,1953,299125372
Mexico,MEX,1954,252055279.10000002
Mexico,MEX,1955,224587009
Mexico,MEX,1956,257528527
Mexico,MEX,1957,312250558.59999996
Mexico,MEX,1958,332449314.7
Mexico,MEX,1959,335810750
Mexico,MEX,1960,382957554.3
Mexico,MEX,1961,412235279.6
Mexico,MEX,1962,461037495.79999995
Mexico,MEX,1963,503059912.1
Mexico,MEX,1964,567131713.6999999
Mexico,MEX,1965,578861579.7
Mexico,MEX,1966,609959134.1999999
Mexico,MEX,1967,711636100.1
Mexico,MEX,1968,726197185.7
Mexico,MEX,1969,771987323
Mexico,MEX,1970,783377203.2
Mexico,MEX,1971,766222222.1999999
Mexico,MEX,1972,854960448.4
Mexico,MEX,1973,1014764465
Mexico,MEX,1974,1228064669
Mexico,MEX,1975,1530737181
Mexico,MEX,1976,1311094052
Mexico,MEX,1977,1243360059
Mexico,MEX,1978,1381704270
Mexico,MEX,1979,1395157375
Mexico,MEX,1980,1520716490
Mexico,MEX,1981,1311590206
Mexico,MEX,1982,1498594946
Mexico,MEX,1983,929375053
Mexico,MEX,1984,830165595.6
Mexico,MEX,1985,1673852201
Mexico,MEX,1986,858807352.7
Mexico,MEX,1987,1281197696
Mexico,MEX,1988,854110850.3000001
Mexico,MEX,1989,814741275
Mexico,MEX,1990,832035268.8
Mexico,MEX,1991,800547145.5
Mexico,MEX,1992,1763820320
Mexico,MEX,1993,1876952803
Mexico,MEX,1994,2552473235
Mexico,MEX,1995,2572381041
Mexico,MEX,1996,3874560756
Mexico,MEX,1997,3846237149
Mexico,MEX,1998,4057116789
Mexico,MEX,1999,4386489447
Mexico,MEX,2000,5229000000
Mexico,MEX,2001,5605676060
Mexico,MEX,2002,3116134055
Mexico,MEX,2003,2773724003
Mexico,MEX,2004,2642679982
Mexico,MEX,2005,2780111643
Mexico,MEX,2006,2788975952
Mexico,MEX,2007,3349968975
Moldova,MDA,1991,1039053551
Moldova,MDA,1992,522183647.40000004
Moldova,MDA,1993,100194823.5
Moldova,MDA,1994,43281067.9
Moldova,MDA,1995,48925252.26
Moldova,MDA,1996,51247979.14
Moldova,MDA,1997,55636072.3
Moldova,MDA,1998,55036393.61
Moldova,MDA,1999,27613713
Moldova,MDA,2000,140000000
Moldova,MDA,2001,143735283.6
Moldova,MDA,2002,144443791.20000002
Moldova,MDA,2003,141612866
Moldova,MDA,2004,8269860.862
Moldova,MDA,2005,8902054.571
Moldova,MDA,2006,11228456.91
Moldova,MDA,2007,15984281.9
Mongolia,MNG,1934,68681935.48
Mongolia,MNG,1936,147217977.5
Mongolia,MNG,1938,236279408.1
Mongolia,MNG,1948,331473860.3
Mongolia,MNG,1952,528707440.90000004
Mongolia,MNG,1953,542883164.9
Mongolia,MNG,1955,521954018.6
Mongolia,MNG,1957,447258263.4
Mongolia,MNG,1960,70271739.13
Mongolia,MNG,1961,69516129.03
Mongolia,MNG,1962,68661263.28
Mongolia,MNG,1963,67902155.89
Mongolia,MNG,1964,111445291.2
Mongolia,MNG,1965,109478609.6
Mongolia,MNG,1966,63876755.07
Mongolia,MNG,1967,82758969.18
Mongolia,MNG,1968,99236548.72
Mongolia,MNG,1969,124878465.80000001
Mongolia,MNG,1970,132949978.10000001
Mongolia,MNG,1971,144521825.4
Mongolia,MNG,1972,157354683.7
Mongolia,MNG,1973,165552107.1
Mongolia,MNG,1974,258224564.5
Mongolia,MNG,1975,243502630.70000002
Mongolia,MNG,1976,299861474.9
Mongolia,MNG,1977,280893885.9
Mongolia,MNG,1978,272887535.4
Mongolia,MNG,1979,286510399.7
Mongolia,MNG,1980,323046639.5
Mongolia,MNG,1981,337725364.2
Mongolia,MNG,1982,381204068.3
Mongolia,MNG,1983,336218384.4
Mongolia,MNG,1984,336727782.59999996
Mongolia,MNG,1985,333397023.09999996
Mongolia,MNG,1986,330126073.6
Mongolia,MNG,1987,341069320.40000004
Mongolia,MNG,1988,354592420.09999996
Mongolia,MNG,1989,329391365.1
Mongolia,MNG,1990,292882154.4
Mongolia,MNG,1991,313318260.9
Mongolia,MNG,1992,299385291.2
Mongolia,MNG,1993,36609647.06
Mongolia,MNG,1994,19975877.49
Mongolia,MNG,1995,20657328.73
Mongolia,MNG,1996,16014993.479999999
Mongolia,MNG,1997,24143955.900000002
Mongolia,MNG,1998,21806872.94
Mongolia,MNG,1999,19431872.11
Mongolia,MNG,2000,23000000
Mongolia,MNG,2001,24444776.119999997
Mongolia,MNG,2002,24073965.189999998
Mongolia,MNG,2003,14161286.6
Mongolia,MNG,2004,15620848.29
Mongolia,MNG,2005,26706163.71
Mongolia,MNG,2006,33685370.74
Mongolia,MNG,2007,36174953.77
Montenegro,MNE,2006,45777555.11
Montenegro,MNE,2007,49635401.68
Morocco,MAR,1956,168681185.20000002
Morocco,MAR,1957,232143131.1
Morocco,MAR,1958,227090604.1
Morocco,MAR,1959,223929250
Morocco,MAR,1960,194891641.29999998
Morocco,MAR,1961,223753881.7
Morocco,MAR,1962,246512244.79999998
Morocco,MAR,1963,339062625.2
Morocco,MAR,1964,312046815.5
Morocco,MAR,1965,276683100.5
Morocco,MAR,1966,289340408.2
Morocco,MAR,1967,291129501.8
Morocco,MAR,1968,326893130.40000004
Morocco,MAR,1969,302887042.5
Morocco,MAR,1970,300172304.5
Morocco,MAR,1971,375931198.4
Morocco,MAR,1972,460072313.1
Morocco,MAR,1973,579112151.9000001
Morocco,MAR,1974,1203774440
Morocco,MAR,1975,1078020746
Morocco,MAR,1976,1427287248
Morocco,MAR,1977,1704558760
Morocco,MAR,1978,1677338060
Morocco,MAR,1979,1867556667
Morocco,MAR,1980,2062989561
Morocco,MAR,1981,1860472615
Morocco,MAR,1982,1953104310
Morocco,MAR,1983,1678564585
Morocco,MAR,1984,879385220.6999999
Morocco,MAR,1985,747455123.9
Morocco,MAR,1986,1053057723.9999999
Morocco,MAR,1987,1175912506
Morocco,MAR,1988,1500920297
Morocco,MAR,1989,1538855412
Morocco,MAR,1990,1839673506
Morocco,MAR,1991,1166635797
Morocco,MAR,1992,1322865240
Morocco,MAR,1993,1352176747
Morocco,MAR,1994,1389433257
Morocco,MAR,1995,1591701540
Morocco,MAR,1996,1527830378
Morocco,MAR,1997,1454935777
Morocco,MAR,1998,1761164595
Morocco,MAR,1999,1801027726
Morocco,MAR,2000,1429000000
Morocco,MAR,2001,1285795224
Morocco,MAR,2002,1487771049
Morocco,MAR,2003,1723900623
Morocco,MAR,2004,1828558124
Morocco,MAR,2005,1828482009
Morocco,MAR,2006,1866515030
Morocco,MAR,2007,2026638689
Mozambique,MOZ,1975,47050191.95999999
Mozambique,MOZ,1976,130838336.5
Mozambique,MOZ,1977,153540254.4
Mozambique,MOZ,1978,237226182.70000002
Mozambique,MOZ,1979,224084109.8
Mozambique,MOZ,1980,252377304
Mozambique,MOZ,1981,324557479.2
Mozambique,MOZ,1982,323307377.5
Mozambique,MOZ,1983,550502314.2
Mozambique,MOZ,1984,341150757.90000004
Mozambique,MOZ,1985,341339952.5
Mozambique,MOZ,1986,387070472.59999996
Mozambique,MOZ,1987,145061113.7
Mozambique,MOZ,1988,128912670.19999999
Mozambique,MOZ,1989,127534232
Mozambique,MOZ,1990,138699117.9
Mozambique,MOZ,1991,135818718.8
Mozambique,MOZ,1992,116841492.10000001
Mozambique,MOZ,1993,103141730.1
Mozambique,MOZ,1994,117635723
Mozambique,MOZ,1995,63059214.019999996
Mozambique,MOZ,1996,68330638.85000001
Mozambique,MOZ,1997,75581079.35
Mozambique,MOZ,1998,85150646.72
Mozambique,MOZ,1999,96136630.45
Mozambique,MOZ,2000,91000000
Mozambique,MOZ,2001,69423164.18
Mozambique,MOZ,2002,85703316.08999999
Mozambique,MOZ,2003,53812889.089999996
Mozambique,MOZ,2004,64321140.04
Mozambique,MOZ,2005,51631916.510000005
Mozambique,MOZ,2006,49232464.93
Mozambique,MOZ,2007,47952845.699999996
Myanmar,MMR,1948,91102625
Myanmar,MMR,1949,190831438.9
Myanmar,MMR,1950,152416645.8
Myanmar,MMR,1951,177904912.4
Myanmar,MMR,1952,253235388.79999998
Myanmar,MMR,1953,349663817.90000004
Myanmar,MMR,1954,414283115.70000005
Myanmar,MMR,1955,369978599
Myanmar,MMR,1956,380592554.40000004
Myanmar,MMR,1957,387443601.29999995
Myanmar,MMR,1958,410081034.70000005
Myanmar,MMR,1959,407797000
Myanmar,MMR,1960,416936282.59999996
Myanmar,MMR,1961,396404139.8
Myanmar,MMR,1962,414462272.2
Myanmar,MMR,1963,452395850.2
Myanmar,MMR,1964,433963506.3
Myanmar,MMR,1965,471839670.09999996
Myanmar,MMR,1966,447218196
Myanmar,MMR,1967,418445899.90000004
Myanmar,MMR,1968,406703132.3
Myanmar,MMR,1969,408708297.59999996
Myanmar,MMR,1970,401839512.09999996
Myanmar,MMR,1971,405865174.6
Myanmar,MMR,1972,387708827.9
Myanmar,MMR,1973,463775962.79999995
Myanmar,MMR,1974,457568221.59999996
Myanmar,MMR,1975,360485733.7
Myanmar,MMR,1976,401877403
Myanmar,MMR,1977,398436564
Myanmar,MMR,1978,370247340.4
Myanmar,MMR,1979,382193564.20000005
Myanmar,MMR,1980,372730509.2
Myanmar,MMR,1981,335863767.5
Myanmar,MMR,1982,333725984.9
Myanmar,MMR,1983,357771844.7
Myanmar,MMR,1984,361691905.5
Myanmar,MMR,1985,326548535.5
Myanmar,MMR,1986,354146205.5
Myanmar,MMR,1987,398716380
Myanmar,MMR,1988,377872539.5
